reservoir_seed,window_start,mase_esn,mase_static,diff_static_minus_esn,esn_wins
22,379,0.3543565170717232,0.40430476442535024,0.04994824735362702,True
22,568,0.434330743700507,0.1757226875598419,-0.25860805614066507,False
22,758,0.6417954993850667,0.7433466402260737,0.10155114084100691,True
22,947,0.637370056305205,0.5888087476633282,-0.0485613086418768,False
22,1137,0.01158588203290911,0.457070837400438,0.4454849553675289,True
22,1326,0.12073210867871242,0.43686522925525006,0.31613312057653764,True
22,1516,0.039431447155152184,0.011758706928709495,-0.02767274022644269,False
22,1705,0.0004256305932878052,0.01327203139855314,0.012846400805265334,True
22,1895,0.23861500100793206,0.22456538365150536,-0.014049617356426708,False
22,2084,0.6461219142883585,1.103304628070463,0.4571827137821045,True
22,2274,0.056747137141541074,0.13694730227354723,0.08020016513200616,True
22,2463,0.08568872766934818,0.01909834917687711,-0.06659037849247107,False
22,2653,0.36314086446232663,0.7427638708186585,0.37962300635633184,True
22,2842,0.5145728604304265,0.44209698767445865,-0.07247587275596784,False
22,3032,0.8042718730375529,1.1845529073240695,0.3802810342865166,True
22,3221,0.9566980372117218,1.8599309219766673,0.9032328847649456,True
22,3411,0.292824896312123,0.23307992482436876,-0.059744971487754234,False
22,3600,0.20963577510558384,0.45990726547261174,0.2502714903670279,True
22,3790,1.0361627071213781,1.492569578542654,0.4564068714212759,True
22,3979,0.07395869463886845,0.41068306508392516,0.3367243704450567,True
22,4169,0.19398716981499442,0.47800345349567996,0.28401628368068554,True
22,4358,0.10286682109909996,0.48013854413482693,0.377271723035727,True
22,4548,0.14431633615787423,0.31013761655485,0.16582128039697577,True
22,4737,0.6741617831846793,0.4060298189475908,-0.2681319642370885,False
22,4927,0.18992639373103784,0.05629912765156534,-0.1336272660794725,False
22,5116,0.47515960362883536,0.2390353299516198,-0.23612427367721556,False
22,5306,0.21638478418240661,1.2671190855939365,1.0507343014115298,True
22,5496,0.0582566236100737,0.35665887607737207,0.29840225246729835,True
33,0,0.2854802765699854,1.0221392723328708,0.7366589957628854,True
33,189,0.05417989134149924,0.20481665405159083,0.15063676271009158,True
33,379,0.6327728605051297,0.37523200766445014,-0.25754085284067957,False
33,568,0.058481311072184586,0.03908382210552074,-0.019397488966663844,False
33,758,0.7377194320806336,0.7694112930180513,0.031691860937417715,True
33,947,0.735652888275608,0.4073795921329981,-0.3282732961426099,False
33,1137,0.6127953621623694,0.5802439446505673,-0.03255141751180213,False
33,1326,0.10382475401685996,0.43915060455560206,0.3353258505387421,True
33,1516,0.2995912249573689,0.08754765526254152,-0.21204356969482738,False
33,1705,0.4848968757616629,0.04001573504535506,-0.44488114071630785,False
33,1895,0.4989038309837012,0.25113985668725913,-0.2477639742964421,False
33,2084,0.7889019437594205,1.1273359322376744,0.3384339884782539,True
33,2274,0.024466188662059893,0.07934619540831665,0.05488000674625676,True
33,2463,0.07016114562735615,0.08521889734867295,0.015057751721316806,True
33,2653,0.40385036009096265,0.73686989230581,0.33301953221484737,True
33,2842,0.48550906953943657,0.3914846280776712,-0.09402444146176536,False
33,3032,0.9391391772380174,1.084431396255249,0.14529221901723155,True
33,3221,0.895217816074722,1.8220580919401397,0.9268402758654177,True
33,3411,0.17145753422151996,0.2106916123979566,0.03923407817643665,True
33,3600,0.2978214894237202,0.48156984018318905,0.18374835075946883,True
33,3790,1.8535608175354068,1.648736854364357,-0.20482396317104978,False
