entity,t0,mode,train_tuvo_shock,test_es_shock,categoria,y_test,raw_pred,yhat,pred_negativa_cruda,positive_by_construction,mase,error_signed,fit_status,lambda_multiplier,lambda_value,validation_qlike,qlike_floor_1e-12,qlike_floor_1e-10,qlike_floor_1e-08,qlike_floor_1e-06,qlike
CLP,1160,ols_clip_legacy,True,False,train_tuvo_shock,0.0001911150803905333,-0.012961852040515143,1e-12,True,False,0.002247754693504956,-0.0001911150793905333,ok,,,,191115060.32214698,1911135.3406891993,19100.6499931056,184.86220462879237,1911135.3406891993
CLP,1160,ridge_clip,True,False,train_tuvo_shock,0.0001911150803905333,0.036944887623838636,0.036944887623838636,False,False,0.4322707815730904,0.0367537725434481,ok,0.01,5.000000000000003,8.528282725615718,4.269479773477949,4.269479773477949,4.269479773477949,4.269479773477949,4.269479773477949
CLP,1160,log_ridge,True,False,train_tuvo_shock,0.0001911150803905333,3.3398714673628756e-06,3.3398714673628756e-06,False,True,0.0022084735988751967,-0.00018777520892317043,ok,100.0,50000.00000000002,10.302035628767127,52.17534258619017,52.17534258619017,52.17534258619017,52.17534258619017,52.17534258619017
CLP,1160,softplus_ridge,True,False,train_tuvo_shock,0.0001911150803905333,0.03692206357933757,0.03692206357933757,False,True,0.4320023419851958,0.036730948498947036,ok,0.01,5.000000000000003,8.527892543913337,4.268864994064668,4.268864994064668,4.268864994064668,4.268864994064668,4.268864994064668
CLP,1160,nnls_signed_clip_legacy,True,False,train_tuvo_shock,0.0001911150803905333,0.042640499578181695,0.042640499578181695,False,False,0.49925837116353117,0.04244938449779116,ok,,,,4.412166021689119,4.412166021689119,4.412166021689119,4.412166021689119,4.412166021689119
CLP,1160,nnls_nonneg,True,False,train_tuvo_shock,0.0001911150803905333,0.04334162367111678,0.04334162367111678,False,True,0.5075044759484072,0.04315050859072625,ok,,,,4.428402480620029,4.428402480620029,4.428402480620029,4.428402480620029,4.428402480620029
CLP,1160,ssrc_log,True,False,train_tuvo_shock,0.0001911150803905333,3.073932825465735e-06,3.073932825465735e-06,False,True,0.002211601373158706,-0.00018804114756506754,ok,1.0,1.5065346196208076,10.290836287590365,57.04290467897415,57.04290467897415,57.04290467897415,57.04290467897415,57.04290467897415
CLP,1180,naive,True,False,train_tuvo_shock,6.589096948357628e-05,0.0004905380221944545,0.0004905380221944545,False,True,0.004994313886286191,0.0004246470527108782,ok,,,,1.14182527280509,1.14182527280509,1.14182527280509,1.14182527280509,1.14182527280509
CLP,1180,ewma_0.94,True,False,train_tuvo_shock,6.589096948357628e-05,7.443440113974967e-05,7.443440113974967e-05,False,True,0.00010048010243936572,8.543431656173387e-06,ok,,,,0.007138817907620165,0.007138817907620165,0.007138817907620165,0.007138817907620165,0.007138817907620165
CLP,1180,garch_11,True,False,train_tuvo_shock,6.589096948357628e-05,3.8380626293528806e-05,3.8380626293528806e-05,False,True,0.00032355173109867015,-2.751034319004748e-05,ok,,,,0.1763282282532257,0.1763282282532257,0.1763282282532257,0.1763282282532257,0.1763282282532257
CLP,1180,gjr_garch_11,True,False,train_tuvo_shock,6.589096948357628e-05,3.959919140597469e-05,3.959919140597469e-05,False,True,0.0003092200723162036,-2.6291778077601592e-05,ok,,,,0.15475464753211465,0.15475464753211465,0.15475464753211465,0.15475464753211465,0.15475464753211465
CLP,1180,ols_clip_legacy,True,False,train_tuvo_shock,6.589096948357628e-05,0.23676741761839737,0.23676741761839737,False,False,2.7838688951238013,0.23670152664891378,ok,,,,7.1871104735977625,7.1871104735977625,7.1871104735977625,7.1871104735977625,7.1871104735977625
CLP,1180,ridge_clip,True,False,train_tuvo_shock,6.589096948357628e-05,0.07875592765795841,0.07875592765795841,False,False,0.9254809151194002,0.07869003668847484,ok,0.01,5.000000000000003,8.20559384332719,6.086944074964408,6.086944074964408,6.086944074964408,6.086944074964408,6.086944074964408
CLP,1180,log_ridge,True,False,train_tuvo_shock,6.589096948357628e-05,3.538469513200605e-06,3.538469513200605e-06,False,True,0.0007333336107214885,-6.235249997037568e-05,ok,100.0,50000.00000000002,11.586950997364104,14.697011867844466,14.697011867844466,14.697011867844466,14.697011867844466,14.697011867844466
CLP,1180,softplus_ridge,True,False,train_tuvo_shock,6.589096948357628e-05,0.07873279056944142,0.07873279056944142,False,True,0.9252087976474174,0.07866689959995785,ok,0.01,5.000000000000003,8.205182035997794,6.086650495481301,6.086650495481301,6.086650495481301,6.086650495481301,6.086650495481301
CLP,1180,nnls_signed_clip_legacy,True,False,train_tuvo_shock,6.589096948357628e-05,0.043013712820495265,0.043013712820495265,False,False,0.5051133681181875,0.04294782185101169,ok,,,,5.482804707767068,5.482804707767068,5.482804707767068,5.482804707767068,5.482804707767068
CLP,1180,nnls_nonneg,True,False,train_tuvo_shock,6.589096948357628e-05,0.08386143050699131,0.08386143050699131,False,True,0.9855272138341105,0.08379553953750773,ok,,,,6.149705392813051,6.149705392813051,6.149705392813051,6.149705392813051,6.149705392813051
CLP,1180,ssrc_log,True,False,train_tuvo_shock,6.589096948357628e-05,3.540718123541466e-06,3.540718123541466e-06,False,True,0.0007333071646039929,-6.235025136003482e-05,ok,100.0,150.68113560460853,11.651227640593286,14.68582126628735,14.68582126628735,14.68582126628735,14.68582126628735,14.68582126628735
CLP,1200,naive,False,False,calma_total,0.0003573468638597313,7.029558006088626e-06,7.029558006088626e-06,False,True,7.408630533603874,-0.00035031730585364265,ok,,,,45.906314861882784,45.906314861882784,45.906314861882784,45.906314861882784,45.906314861882784
CLP,1200,ewma_0.94,False,False,calma_total,0.0003573468638597313,0.00010934357685724212,0.00010934357685724212,False,True,5.24485857198385,-0.00024800328700248916,ok,,,,1.0838983345542816,1.0838983345542816,1.0838983345542816,1.0838983345542816,1.0838983345542816
CLP,1200,garch_11,False,False,calma_total,0.0003573468638597313,9.035184610992669e-05,9.035184610992669e-05,False,True,5.646502207480773,-0.00026699501774980457,ok,,,,1.5800633300334637,1.5800633300334637,1.5800633300334637,1.5800633300334637,1.5800633300334637
CLP,1200,gjr_garch_11,False,False,calma_total,0.0003573468638597313,9.035173311708036e-05,9.035173311708036e-05,False,True,5.646504597092242,-0.00026699513074265093,ok,,,,1.5800670255970544,1.5800670255970544,1.5800670255970544,1.5800670255970544,1.5800670255970544
CLP,1200,ols_clip_legacy,False,False,calma_total,0.0003573468638597313,3.1036381339562825e-05,3.1036381339562825e-05,False,False,6.900926000053033,-0.00032631048252016847,ok,,,,8.070258873842114,8.070258873842114,8.070258873842114,8.070258873842114,8.070258873842114
CLP,1200,ridge_clip,False,False,calma_total,0.0003573468638597313,3.558419386021958e-05,3.558419386021958e-05,False,False,6.8047473010888435,-0.0003217626699995117,ok,100.0,50000.0,2.6873503998394144,6.7354865877606995,6.7354865877606995,6.7354865877606995,6.7354865877606995,6.7354865877606995
CLP,1200,log_ridge,False,False,calma_total,0.0003573468638597313,3.008053288384122e-06,3.008053288384122e-06,False,True,7.4936786946418135,-0.0003543388105713472,ok,1.0,500.0,15.407674287488462,113.01930607579759,113.01930607579759,113.01930607579759,113.01930607579759,113.01930607579759
CLP,1200,softplus_ridge,False,False,calma_total,0.0003573468638597313,1.310755087418991e-05,1.310755087418991e-05,False,True,7.280091055841235,-0.0003442393129855414,ok,1.0,500.0,4.70264660737524,22.95715382795918,22.95715382795918,22.95715382795918,22.95715382795918,22.95715382795918
CLP,1200,nnls_signed_clip_legacy,False,False,calma_total,0.0003573468638597313,2.8246957376265244e-05,2.8246957376265244e-05,False,False,6.959917694726224,-0.00032909990648346605,ok,,,,9.113087875430322,9.113087875430322,9.113087875430322,9.113087875430322,9.113087875430322
CLP,1200,nnls_nonneg,False,False,calma_total,0.0003573468638597313,2.806534706410282e-05,2.806534706410282e-05,False,True,6.963758451895286,-0.0003292815167956285,ok,,,,9.188500879889094,9.188500879889094,9.188500879889094,9.188500879889094,9.188500879889094
CLP,1200,ssrc_log,False,False,calma_total,0.0003573468638597313,2.6281909099542686e-06,2.6281909099542686e-06,False,True,7.501712154503424,-0.000354718672949777,ok,1.0,25.32270441859182,16.69975403662971,130.05444819825985,130.05444819825985,130.05444819825985,130.05444819825985,130.05444819825985
CLP,1220,naive,False,False,calma_total,0.0004698335097348763,8.034968225026198e-07,8.034968225026198e-07,False,True,8.288631105232103,-0.00046903001291237364,ok,,,,577.3648292642341,577.3648292642341,577.3648292642341,462.68113133753474,577.3648292642341
CLP,1220,ewma_0.94,False,False,calma_total,0.0004698335097348763,0.00016674863183358804,0.00016674863183358804,False,True,5.356072484358107,-0.00030308487790128825,ok,,,,0.7817244630438405,0.7817244630438405,0.7817244630438405,0.7817244630438405,0.7817244630438405
