entity,t0,variant,raw_pred,pred_negativa,positive_by_construction,yhat_clipped,y_test,mase,qlike_floor_1e-12,qlike_floor_1e-10,qlike_floor_1e-08,qlike_floor_1e-06,qlike
MXN,640,nnls_intermedia_legacy,6.78334124252156e-05,False,False,6.78334124252156e-05,1.1534596235692525e-05,0.972286505573777,0.9417469840662556,0.9417469840662556,0.9417469840662556,0.9417469840662556,0.9417469840662556
MXN,640,nnls_nonneg,5.745602594996818e-05,False,True,5.745602594996818e-05,1.1534596235692525e-05,0.7930679444047315,0.8064242059640783,0.8064242059640783,0.8064242059640783,0.8064242059640783,0.8064242059640783
MXN,660,nnls_original_legacy,3.573670241491971e-05,False,False,3.573670241491971e-05,8.14818558978533e-06,0.48451810306363013,0.7063890485543731,0.7063890485543731,0.7063890485543731,0.7063890485543731,0.7063890485543731
MXN,660,nnls_intermedia_legacy,3.42738732100156e-05,False,False,3.42738732100156e-05,8.14818558978533e-06,0.4588274421281899,0.6743255936634518,0.6743255936634518,0.6743255936634518,0.6743255936634518,0.6743255936634518
MXN,660,nnls_nonneg,3.538110006380142e-05,False,True,3.538110006380142e-05,8.14818558978533e-06,0.47827290410274104,0.6986801949216115,0.6986801949216115,0.6986801949216115,0.6986801949216115,0.6986801949216115
MXN,680,nnls_original_legacy,3.397816913375569e-05,False,False,3.397816913375569e-05,8.494175152166053e-06,0.467737523965392,0.6363267768027301,0.6363267768027301,0.6363267768027301,0.6363267768027301,0.6363267768027301
MXN,680,nnls_intermedia_legacy,2.41355346678769e-05,False,False,2.41355346678769e-05,8.494175152166053e-06,0.2870841508052637,0.39624105129619647,0.39624105129619647,0.39624105129619647,0.39624105129619647,0.39624105129619647
MXN,680,nnls_nonneg,2.8329684095862443e-05,False,True,2.8329684095862443e-05,8.494175152166053e-06,0.3640642768406119,0.5043625451548306,0.5043625451548306,0.5043625451548306,0.5043625451548306,0.5043625451548306
MXN,700,nnls_original_legacy,3.3053815622395296e-05,False,False,3.3053815622395296e-05,5.224570473288478e-06,0.5407923121864028,1.002826973914118,1.002826973914118,1.002826973914118,1.002826973914118,1.002826973914118
MXN,700,nnls_intermedia_legacy,2.3245507659968708e-05,False,False,2.3245507659968708e-05,5.224570473288478e-06,0.350192189430029,0.7174954417032267,0.7174954417032267,0.7174954417032267,0.7174954417032267,0.7174954417032267
MXN,700,nnls_nonneg,2.5921559449599095e-05,False,True,2.5921559449599095e-05,5.224570473288478e-06,0.4021946144721335,0.8032555378688631,0.8032555378688631,0.8032555378688631,0.8032555378688631,0.8032555378688631
MXN,720,nnls_original_legacy,2.4886714155897195e-05,False,False,2.4886714155897195e-05,4.377929937919515e-07,0.5151555412919496,3.05793462444438,3.05793462444438,3.05793462444438,2.254516175481429,3.05793462444438
MXN,720,nnls_intermedia_legacy,1.8708703984921696e-05,False,False,1.8708703984921696e-05,4.377929937919515e-07,0.38498062876169864,2.7783984647402664,2.7783984647402664,2.7783984647402664,1.9824399261442918,2.7783984647402664
MXN,720,nnls_nonneg,2.2143128467877898e-05,False,True,2.2143128467877898e-05,4.377929937919515e-07,0.457346308695499,2.9433073726459447,2.9433073726459447,2.9433073726459447,2.1426879581274423,2.9433073726459447
MXN,740,nnls_original_legacy,2.5009628676523062e-05,False,False,2.5009628676523062e-05,1.8947167068744652e-05,0.13499744083202017,0.03520136978086952,0.03520136978086952,0.03520136978086952,0.03520136978086952,0.03520136978086952
MXN,740,nnls_intermedia_legacy,2.6438233640979634e-05,False,False,2.6438233640979634e-05,1.8947167068744652e-05,0.1668092734899146,0.049814608054887355,0.049814608054887355,0.049814608054887355,0.049814608054887355,0.049814608054887355
MXN,740,nnls_nonneg,2.7220620827529647e-05,False,True,2.7220620827529647e-05,1.8947167068744652e-05,0.18423128368268854,0.05837970845542917,0.05837970845542917,0.05837970845542917,0.05837970845542917,0.05837970845542917
MXN,760,nnls_original_legacy,2.098605488475182e-05,False,False,2.098605488475182e-05,2.3439427073646238e-07,0.4796324377100718,3.505777876645406,3.505777876645406,3.505777876645406,2.091508854243379,3.505777876645406
MXN,760,nnls_intermedia_legacy,2.4703818943466837e-05,False,False,2.4703818943466837e-05,2.3439427073646238e-07,0.5655609940545243,3.6671966881986666,3.6671966881986666,3.6671966881986666,2.2474374160660617,3.6671966881986666
MXN,760,nnls_nonneg,2.5074222757475027e-05,False,True,2.5074222757475027e-05,2.3439427073646238e-07,0.5741221250191406,3.6819390178896203,3.6819390178896203,3.6819390178896203,2.261721931778228,3.6819390178896203
MXN,780,nnls_original_legacy,2.316492614709566e-05,False,False,2.316492614709566e-05,3.969815887411803e-05,0.39519663236714747,0.1750528640205098,0.1750528640205098,0.1750528640205098,0.1750528640205098,0.1750528640205098
MXN,780,nnls_intermedia_legacy,1.2286669838251064e-05,False,False,1.2286669838251064e-05,3.969815887411803e-05,0.6552214157995838,1.0582043020543024,1.0582043020543024,1.0582043020543024,1.0582043020543024,1.0582043020543024
MXN,780,nnls_nonneg,1.5349519155252365e-05,False,True,1.5349519155252365e-05,3.969815887411803e-05,0.5820096153300619,0.6360596289283811,0.6360596289283811,0.6360596289283811,0.6360596289283811,0.6360596289283811
