entity,t0,mode,history_size,y_test,yhat_original,evaluable,residual_variance,smearing_factor,yhat_smearing,qlike_original,qlike_smearing,qlike_reduction,improved
ARS,1360,ssrc_log,43,4.3656287790098105e-05,1.8070530084327077e-06,True,10.81322407096831,222.87521380427964,0.00040276951313148693,19.974180775855096,1.3304073974656574,18.64377337838944,True
ARS,1380,ssrc_log,44,1.651630016166982e-07,3.23293463194882e-06,True,10.777034784269958,218.8786336898141,0.0007076421029128087,2.025300323975846,7.3629942647191555,-5.33769394074331,False
ARS,1400,ssrc_log,45,6.53801517314817e-05,5.315289584203623e-06,True,10.752666943132786,216.22801406211067,0.0011493360337587776,8.790761948859789,1.9236061197885457,6.867155829071243,True
ARS,1420,ssrc_log,46,6.470790576223418e-05,2.7595659995719173e-06,True,10.639228521059836,204.30505826632344,0.0005638136228381322,19.293770635811903,1.2796086110321898,18.014162024779715,True
ARS,1440,ssrc_log,47,8.325018794115728e-06,3.4052795467980227e-06,True,10.598885143449547,200.22516769151656,0.0006818425908108947,0.5508004716061055,3.417743122988936,-2.8669426513828307,False
ARS,1460,ssrc_log,48,1.7784544460959226e-07,2.7780164371137317e-06,True,10.382760696516161,179.71645309116707,0.0004992731323523501,1.8125964155114151,6.940349908732149,-5.127753493220734,False
ARS,1480,ssrc_log,49,2.455272332826415e-05,4.975031291859209e-06,True,10.348272698920548,176.6439897017257,0.0008788269406839114,2.3387986104958665,2.605703282318085,-0.26690467182221855,False
ARS,1500,ssrc_log,50,1.3923600097761442e-07,5.0248602459354925e-06,True,10.177441015246984,162.1822183305776,0.000814959099708783,2.613692006170461,7.674893714675646,-5.061201708505185,False
ARS,1520,ssrc_log,51,1.76676832354329e-05,5.491146236701008e-06,True,10.255474304457415,168.6350904341865,0.0009260167057224608,1.0488853261035036,2.9782343376888356,-1.929349011585332,False
ARS,1540,ssrc_log,52,0.0001060512448909,6.28503757452812e-06,True,10.075131698727828,154.09446899379446,0.0009685048370998559,13.0478549494402,1.3213310216980787,11.726523927742122,True
ARS,1560,ssrc_log,53,1.828465537034513e-05,6.82736183021128e-06,True,10.016471894343578,149.64052938114386,0.0010216649026023694,0.6930197302160406,3.04102354962842,-2.3480038194123796,False
ARS,1580,ssrc_log,54,5.283041705121321e-06,6.820522967195569e-06,True,9.83888453505851,136.92622368495086,0.0009339220460769337,0.030014288269316625,4.180547793640192,-4.150533505370875,False
ARS,1600,ssrc_log,55,1.1279249473948971e-06,7.184228908146503e-06,True,9.660705864974588,125.25515946968562,0.0008998741630725626,1.0085087196544866,5.683128745069634,-4.674620025415148,False
ARS,1620,ssrc_log,56,1.0588860643309309e-06,6.895823519554376e-06,True,9.560675937064298,119.14461037014937,0.0008216120208796552,1.0272531615855764,5.655339607576968,-4.628086445991391,False
ARS,1640,ssrc_log,57,1.473276778326063e-05,6.0533977383970005e-06,True,9.463194448211798,113.47666534446844,0.000686930637023573,0.5443469924140261,2.8636064504196104,-2.3192594580055843,False
ARS,1660,ssrc_log,58,0.0005931730139018,1.3346355126286902e-05,True,9.307018148107094,104.95262669910578,0.0014007454226255558,39.65032715005855,0.28274323762564,39.36758391243291,True
ARS,1680,ssrc_log,59,3.190761473011146e-07,1.4253254183514698e-05,True,9.372035990175887,108.42058777414178,0.0015453569383296862,2.821696939195717,7.485542163180982,-4.663845223985265,False
ARS,1700,ssrc_log,60,1.1461917287247217e-05,9.158420113214724e-06,True,9.480876750486681,114.48437779834717,0.0010485073767150356,0.02716055866247369,3.5270245375131415,-3.4998639788506676,False
ARS,1720,ssrc_log,61,3.204868326139272e-06,3.2758114816413764e-06,True,9.322973699507038,105.79326396328496,0.00034656926809764204,0.00023794729625614686,3.692659111547756,-3.6924211642515,False
ARS,1740,ssrc_log,62,8.296668741509172e-07,9.205541369729848e-06,True,9.170577744802403,98.03150164754653,0.0009024427471033942,1.4966635372179478,5.992755622081171,-4.496092084863223,False
ARS,1760,ssrc_log,63,8.68509212303309e-05,5.964453309225962e-06,True,9.125634871249984,95.85315985596432,0.0005717211818186571,10.883046233987777,1.0363696515916643,9.846676582396112,True
ARS,1780,ssrc_log,64,8.317137471760241e-06,7.149105157327535e-06,True,9.084647823369522,93.90878245236917,0.0006713730518268272,0.01205066482152306,3.403395055088284,-3.391344390266761,False
ARS,1800,ssrc_log,65,1.2903433871840377e-05,3.923857332961636e-06,True,8.942702036592191,87.47482330438248,0.0003432473743547551,1.0980381446186804,2.318550156608119,-1.2205120119894386,False
ARS,1820,ssrc_log,66,8.107546821367549e-08,1.4774757165281172e-05,True,8.821821021588285,82.34440485102577,0.0012166267200339918,4.210782410903119,8.616278815816715,-4.405496404913596,False
ARS,1840,ssrc_log,67,0.0001130434419174,8.965239771312298e-05,True,9.117045052474651,95.44236202107321,0.008556646042829321,0.029075941550583018,3.3399025742910196,-3.3108266327404365,False
ARS,1860,ssrc_log,68,5.821083460731219e-07,8.768368169425866e-06,True,8.981324702458867,89.18049513141906,0.0007819762328934865,1.778636712992351,6.203667441001882,-4.425030728009531,False
ARS,1880,ssrc_log,69,1.2615231506949472e-05,4.634846370854073e-06,True,8.962127893432779,88.32859962369011,0.00040939822226844497,0.7205211308751174,2.5105974820120927,-1.7900763511369753,False
ARS,1900,ssrc_log,70,6.96731089259214e-05,1.1787438045811356e-05,True,8.845489505092269,83.3246773955825,0.0009821927049553862,3.134013184077099,1.7169093870999652,1.4171037969771336,True
ARS,1920,ssrc_log,71,2.5878353406183405e-08,4.995761373366987e-06,True,8.76102129232362,79.8788128014443,0.000399063375425148,4.268118325091148,8.643533523212291,-4.375415198121143,False
ARS,1940,ssrc_log,72,1.0435098693828605e-07,2.975039920927158e-06,True,9.033003507417927,91.51489571295497,0.00027226951959509796,2.3853281365738193,6.867170907669859,-4.48184277109604,False
ARS,1960,ssrc_log,73,1.4173803308242982e-09,1.2857589539301536e-05,True,9.061423370966846,92.82459950000143,0.0011935097819810228,8.112989448104765,12.643599777989754,-4.53061032988499,False
ARS,1980,ssrc_log,74,0.0002344628679117,2.390568574658758e-05,True,10.032145495101268,150.81783948521138,0.0036054188574966995,6.52464767934789,1.7979266890912449,4.726720990256645,True
ARS,2000,ssrc_log,75,0.0002167197302631,1.2774241298227135e-05,True,9.976509368638776,146.68019671506536,0.0018737427945293397,13.134195804872752,1.2727496590082494,11.861446145864502,True
ARS,2020,ssrc_log,76,3.9081281331396514e-05,5.312972773425949e-06,True,9.959070694911377,145.40680231371448,0.0007725568224439257,4.3603297807699795,2.0346488830405884,2.325680897729391,True
ARS,2040,ssrc_log,77,1.2292651215902952e-06,6.761656103380232e-06,True,9.884711367617944,140.0998921883296,0.0009473212010873501,0.8866507316867307,5.648519306768076,-4.761868575081346,False
ARS,2060,ssrc_log,78,1.397643606808426e-05,7.948684654616769e-06,True,9.790747714719819,133.66997077660366,0.0010625137124921392,0.19396688207201818,3.3441741560416434,-3.150207273969625,False
ARS,2080,ssrc_log,79,3.744342177090635e-06,2.259762959183552e-09,True,9.670604422217435,125.87661877171888,2.969389824047712e-07,1648.5496236524266,9.07532880116591,1639.4742948512608,True
ARS,2100,ssrc_log,80,1.5092529379129702e-05,2.364833264208879e-05,True,10.241737577980771,167.48081191811795,0.003960658599487954,0.08729964602465112,4.573776336169474,-4.486476690144823,False
ARS,2120,ssrc_log,81,1.5825981710602088e-05,4.811518052962468e-06,True,10.116361591106495,157.30408757053064,0.0007568870875591542,1.0985464452234917,2.8884703863428407,-1.789923941119349,False
ARS,2140,ssrc_log,82,1.4756765910597785e-07,4.2113280939156e-06,True,10.008520788912344,149.0468065384094,0.0006276998083642607,2.386287208773732,7.355765635323589,-4.969478426549857,False
ARS,2160,ssrc_log,83,8.084384983779665e-06,3.3760216986421138e-06,True,10.023550741191826,150.1711089950871,0.0005069958395874635,0.5214119900312282,3.1545140396380864,-2.6331020496068582,False
ARS,2180,ssrc_log,84,1.225460054683807e-07,2.629562819614432e-06,True,9.912242695789464,142.04179537135735,0.0003735219281193397,2.1126895548544566,7.022573559823492,-4.909884004969035,False
ARS,2200,ssrc_log,85,2.79531604515739e-06,5.287367456281163e-06,True,9.904243246647669,141.47480197690862,0.0007480433113367264,0.16605352693528874,4.593252540912493,-4.427199013977204,False
ARS,2220,ssrc_log,86,3.462550344942181e-07,3.0147082978070022e-06,True,9.791824102224556,133.74193048214994,0.00040320618178231286,1.278937993206965,6.060886484252203,-4.781948491045238,False
ARS,2240,ssrc_log,87,9.925083654732195e-07,3.682086228167298e-06,True,9.729307359555087,129.62603871882203,0.00047730711458232746,0.580549888471535,5.177759359078701,-4.597209470607166,False
ARS,2260,ssrc_log,88,2.9579126223348007e-06,5.339881455210136e-06,True,9.634843977290755,123.64591895927721,0.0006602668142549556,0.14464814720622354,4.412640067677938,-4.267991920471714,False
ARS,2280,ssrc_log,89,4.194211543829828e-07,7.751606516043709e-06,True,9.528188610611931,117.22489922526455,0.0009086929151670503,1.9708874789544715,6.681348497493338,-4.710461018538867,False
ARS,2300,ssrc_log,90,2.99972496632333e-06,7.207981509736325e-06,True,9.509628769009895,116.14209339138579,0.0008371615758765173,0.292835476867658,4.635079696042022,-4.342244219174365,False
ARS,2320,ssrc_log,91,3.0184601578656395e-06,6.404621152664374e-06,True,9.410163136400742,110.50729846132224,0.0007077683319790258,0.22356706441817709,4.461634762873109,-4.238067698454932,False
ARS,2340,ssrc_log,92,1.474038824793929e-05,5.028131527729842e-06,True,9.310910124842325,105.15706213979345,0.0005287539552147555,0.8560408874348906,2.6078095787780415,-1.751768691343151,False
ARS,2360,ssrc_log,93,1.1521029651389498e-06,3.0711495302114427e-06,True,9.225609497479462,100.7663780333001,0.00030947859119588155,0.35560036602347234,4.597022702428038,-4.2414223364045665,False
ARS,2380,ssrc_log,94,7.75403237470834e-06,3.6002495679119527e-06,True,9.134146465066674,96.26196070702349,0.0003465766086378894,0.3865387275051413,2.8222640857321344,-2.435725358226993,False
ARS,2400,ssrc_log,95,1.2904860926564282e-06,3.1227965274534995e-06,True,9.04557442492039,92.0919203476442,0.00028759343826018237,0.29695689455488994,4.411016035601145,-4.114059141046255,False
ARS,2420,ssrc_log,96,1.1622159230992086e-06,2.799232881023017e-06,True,8.956319347386273,88.0724414113678,0.0002465439811548151,0.2942078128661487,4.36192596952139,-4.067718156655241,False
ARS,2440,ssrc_log,97,3.725614909181434e-06,2.7964407166277598e-06,True,8.868729826728778,84.29857098857171,0.00023574428612307637,0.045385820247323405,3.163319397314347,-3.117933577067024,False
ARS,2460,ssrc_log,98,1.1870728529581156e-06,2.569554221910848e-06,True,8.779182692783182,80.60747171474506,0.0002071332300093539,0.23421812349372417,4.167602682899078,-3.9333845594053543,False
ARS,2480,ssrc_log,99,6.692369148697588e-07,2.1917119863896125e-06,True,8.693657736546706,77.23315766655836,0.00016928046072028138,0.4916490483488922,4.5371274399376045,-4.045478391588713,False
ARS,2500,ssrc_log,100,2.4175849510140483e-07,1.876662369272462e-06,True,8.616689617361837,74.31737760377791,0.00013947595766978244,1.1781345182124419,5.359441579735766,-4.1813070615233245,False
ARS,2520,ssrc_log,101,3.2748126780567604e-07,1.6617014725336618e-06,True,8.566032781695714,72.45867438402774,0.00012041183178921443,0.8212423566316163,4.909961898623894,-4.088719541992278,False
ARS,2540,ssrc_log,102,1.3004523502624598e-08,1.426788106806303e-06,True,8.501834176725,70.16973469462943,0.00010012425989352035,3.7069984035686376,7.948999917682585,-4.242001514113947,False
ARS,2560,ssrc_log,103,1.758496390835599e-06,1.2964933531324498e-06,True,8.615275902368753,74.26486437016825,9.629122951364307e-05,0.05155225169253219,3.0211803890852584,-2.9696281373927262,False
ARS,2580,ssrc_log,104,5.182769293440215e-08,5.103122133198538e-07,True,8.534401028915374,71.32169183478946,3.6403362587111435e-05,1.3886588559042372,5.555915515278468,-4.16725665937423,False
ARS,2600,ssrc_log,105,1.7301135433593292e-06,9.661737858362151e-07,True,8.492704046856584,69.85013535024483,6.749425472605312e-05,0.2080870632105256,2.689488934283407,-2.4814018710728813,False
ARS,2620,ssrc_log,106,3.356480860154384e-07,4.935100798231051e-07,True,8.418301708390162,67.29936856370027,3.3219546688772656e-05,0.06560410972372521,3.604934422656595,-3.53933031293287,False
ARS,2640,ssrc_log,107,2.331658840991961e-06,4.414092622609345e-07,True,8.339085552954934,64.68586944388835,2.8559310496878272e-05,2.61794334059498,1.5870457184884814,1.0308976221064987,True
ARS,2660,ssrc_log,108,3.509490024201003e-07,7.279898558248772e-07,True,8.294716929773003,63.26665827616493,4.60637121028147e-05,0.2117257160995576,3.884758616023621,-3.6730328999240633,False
ARS,2680,ssrc_log,109,1.7118249345665794e-06,7.462570864530861e-07,True,8.220275118974135,60.95510194549152,4.549417229248789e-05,0.4636358441204256,2.3176515670264126,-1.854015722905987,False
ARS,2700,ssrc_log,110,2.286652385204102e-06,7.58190671857026e-07,True,8.155016816550381,58.99828692266905,4.47377506290043e-05,0.9120238686837845,2.0248411390352845,-1.1128172703515,False
ARS,2720,ssrc_log,111,1.9386099898400785e-07,7.020820233347769e-07,True,8.09660271627262,57.300042082030274,4.023495948632788e-05,0.5630318437305137,4.340168356277353,-3.7771365125468392,False
ARS,2740,ssrc_log,112,3.2542032392638144e-08,1.3609176226789909e-06,True,8.034097836865527,55.53696962888977,7.558669437510688e-05,2.7572937467811474,6.750933514158291,-3.9936397673771435,False
ARS,2760,ssrc_log,113,1.0587198367415882e-06,8.39699329159744e-07,True,8.071728005081836,56.5917945758153,4.752565112071573e-05,0.029060192339989577,2.826485920462286,-2.7974257281222963,False
ARS,2780,ssrc_log,114,1.893637016346143e-06,2.3317214617725884e-06,True,8.002299719279787,54.660966350332934,0.0001274595144569356,0.020227227723411456,3.224156225898229,-3.2039289981748174,False
ARS,2800,ssrc_log,115,2.016587555116251e-06,1.1847482744208763e-06,True,7.932114046275159,52.77602539671502,6.253148262209015e-05,0.17024679785546226,2.466512554407154,-2.2962657565516915,False
ARS,2820,ssrc_log,116,4.302985137495708e-05,8.412757940909064e-06,True,7.868296286547981,51.11858569298959,0.000430053299575308,2.482688196437443,1.40207208013334,1.0806161163041033,True
ARS,2840,ssrc_log,117,6.185895503233863e-06,6.281264296320013e-07,True,7.830260861996092,50.15561293107779,3.150898163769563e-05,6.560883837840027,0.8243225124489513,5.736561325391076,True
ARS,2860,ssrc_log,118,3.1122995812155044e-05,4.8087321909804825e-06,True,7.816561630475851,49.81324015386953,0.00023954341278896937,3.60466973385439,1.1707140306761095,2.4339557031782806,True
ARS,2880,ssrc_log,119,5.319142673971151e-06,4.257832718118467e-06,True,7.7861618343166885,49.06180928413321,0.00020890178296099917,0.026708744538525675,2.6960144738350333,-2.6693057292965077,False
ARS,2900,ssrc_log,120,9.885529392733546e-05,1.913959731490277e-05,True,7.7220849023344,47.51485747915757,0.0009094198901118199,2.523064301036184,1.327851296019547,1.1952130050166372,True
ARS,2920,ssrc_log,121,5.341245178091554e-06,7.238045175610725e-06,True,7.685077151972033,46.64373293251654,0.00033761401049796976,0.04183265442630946,3.1622650242536015,-3.120432369827292,False
ARS,2940,ssrc_log,122,4.177142756917226e-06,4.758939534086298e-06,True,7.62172913061761,45.18949124867482,0.00021505847537769027,0.00814394446844302,2.9607057960622467,-2.9525618515938037,False
ARS,2960,ssrc_log,123,1.6290554636496227e-06,3.19355510306098e-06,True,7.559264671793706,43.79993511098108,0.00013988178628092452,0.18324157567034183,3.4644432496016453,-3.2812016739313035,False
ARS,2980,ssrc_log,124,5.055710738738942e-06,2.735829499744597e-06,True,7.499906511555992,42.51909443161996,0.00011632914475789529,0.2338788891043151,2.1793655805696788,-1.9454866914653637,False
ARS,3000,ssrc_log,125,3.1792266552185627e-06,5.564740350608735e-06,True,7.444304079544983,41.35329234788425,0.0002301243698880257,0.1311286108724823,3.295797178532731,-3.164668567660249,False
ARS,3020,ssrc_log,126,4.078188728470181e-06,3.882907648029836e-06,True,7.386013366762177,40.16543032028731,0.00015596257312008508,0.0012238025490178828,2.6701116207046076,-2.6688878181555897,False
ARS,3040,ssrc_log,127,8.764030969361486e-06,4.963869408351271e-06,True,7.327751444401631,39.01225089053067,0.0001936555199715189,0.19709397475760015,2.1406807317178065,-1.9435867569602063,False
ARS,3060,ssrc_log,128,6.328033885955034e-06,4.427272072675074e-06,True,7.274224061722749,37.98198737362006,0.0001681602901626627,0.07212427123672338,2.3175590116285893,-2.245434740391866,False
ARS,3080,ssrc_log,129,3.5536349716992595e-10,7.695191932832807e-06,True,7.219440181018591,36.95570711380325,0.0002843848548249821,8.983011246121066,12.592699049684454,-3.6096878035633875,False
ARS,3100,ssrc_log,130,8.449801634277354e-06,6.267784979429617e-06,True,7.869810530910686,51.15730336325109,0.00032064799333864574,0.0494120749921767,2.662553228924621,-2.6131411539324443,False
ARS,3120,ssrc_log,131,1.2226809040852417e-08,11.934996180312046,True,7.811377452485461,49.68428700347489,592.9817756128687,19.699109774505732,23.604798499752842,-3.90568872524711,False
ARS,3140,ssrc_log,132,1e-10,1.849133192427322e-07,True,10.925745538744868,235.77377608159128,4.3621188903247904e-05,6.523013057563787,11.985885680762513,-5.4628726231987255,False
ARS,3160,ssrc_log,133,1.4685856569787976e-08,1.3104426978257018e-07,True,11.156021264668762,264.54480507848734,3.469343528679059e-05,1.3007182142820692,6.767844174310362,-5.467125960028293,False
ARS,3180,ssrc_log,134,1.352973992371243e-07,9.918648238657432e-08,True,11.095173298804148,256.6175000035091,2.5478548894185142e-05,0.05359737575112433,4.243427091936616,-4.189829716185492,False
ARS,3200,ssrc_log,135,2.37705193120022e-06,2.3594024022951417e-06,True,11.016530865328235,246.72279838544983,0.0005821429354914487,2.7840247847077393e-05,4.5049382545375085,-4.504910414289661,False
ARS,3220,ssrc_log,136,9.645082631886797e-08,2.6144660281708878e-06,True,10.936356038170649,237.02793872084303,0.0006197250963068871,2.3366730674972285,7.768153593852524,-5.431480526355296,False
ARS,3240,ssrc_log,137,3.8399367008582737e-07,2.579915815709109e-06,True,10.916007080424896,234.62853003142257,0.0006053452182976498,1.0537255919326127,6.363562453055913,-5.3098368611233,False
ARS,3260,ssrc_log,138,3.110007377587833e-07,2.447632421263085e-06,True,10.851638578925105,227.19741052901097,0.000556118367778879,1.1901430572237932,6.489500392660425,-5.299357335436632,False
ARS,3280,ssrc_log,139,3.739050924878344e-07,2.3279084211265244e-06,True,10.791447539678211,220.46165286182176,0.0005132364843977935,0.9893419398044592,6.225218523346773,-5.235876583542314,False
ARS,3300,ssrc_log,140,3.240972445731416e-07,2.1898163642936903e-06,True,10.726932294847126,213.46356180998683,0.00046746724718810777,1.0585313786903465,6.274734262145135,-5.216202883454789,False
ARS,3320,ssrc_log,141,3.15415974160331e-07,2.1371538370108346e-06,True,10.664762056557727,206.9300944542808,0.00044226203836542603,1.0609248497419235,6.246478699813546,-5.1855538500716225,False
ARS,3340,ssrc_log,142,1.2949302013190426e-05,1.862680059910656e-06,True,10.603327550838012,200.6704028696261,0.0003738047250797776,4.012947738991106,2.3973335370934734,1.6156142018976327,True
ARS,3360,ssrc_log,143,3.088792024528232e-07,1.6554628985288043e-06,True,10.57035612316182,197.3893277748956,0.0003267903476296584,0.8654674486330072,5.965069026339123,-5.099601577706116,False
ARS,3380,ssrc_log,144,1.0741499321022708e-06,1.5701100797660615e-06,True,10.506316843199011,191.16910858756677,0.0003001755612440901,0.06374010773990224,4.636416325385569,-4.572676217645666,False
ARS,3400,ssrc_log,145,7.595260092713865e-08,1.4529718564338364e-06,True,10.433446855987787,184.3292255365166,0.0002678435099453575,2.0035307860496796,7.168332267930845,-5.164801481881165,False
ARS,3420,ssrc_log,146,3.487342707738468e-07,1.3440826114809552e-06,True,10.402827896336973,181.52873271919515,0.00024400766600531602,0.6086157113932744,5.552073885353805,-4.943458173960531,False
ARS,3440,ssrc_log,147,3.5198278210483638e-09,1.2087398769397013e-06,True,10.336361247999454,175.5950732245697,0.00021226622670800666,4.841833579196086,10.007201060371527,-5.165367481175441,False
ARS,3460,ssrc_log,148,5.234586236818497e-08,1.1608492902856011e-06,True,10.455490849480682,186.37213947423461,0.00021636850305162175,2.144126995597512,7.32710729857245,-5.182980302974938,False
ARS,3480,ssrc_log,149,3.5537882964914826e-08,1.0990889066806447e-06,True,10.428333475146061,183.85855470748706,0.00020209518373280621,2.4639715431127165,7.646070665972074,-5.182099122859357,False
ARS,3500,ssrc_log,150,9.0574387414923e-07,9.97769571769853e-07,True,10.412880883146459,182.44348276353426,0.00018205470001744848,0.004534380012460426,4.3082810234112525,-4.303746643398792,False
ARS,3520,ssrc_log,151,2.2224068980530778e-07,8.796145483636821e-07,True,10.345058792639742,176.36035903936795,0.0001551466736015744,0.6283797208971869,5.549797702279385,-4.921417981382198,False
ARS,3540,ssrc_log,152,1.9683318937033379e-07,1.9405491032460398e-07,True,10.28066269283464,170.77234375205174,3.3156189087102054e-05,0.00010152004197161446,4.132564606496025,-4.132463086454054,False
ARS,3560,ssrc_log,153,1.0176788429362776e-05,7.823815346046733e-07,True,10.215411165588549,165.29067370110084,0.0001293368000134777,9.441927419532922,1.6209947713267487,7.820932648206173,True
ARS,3580,ssrc_log,154,4.388196256138062e-06,8.200473301798351e-07,True,10.213126635338478,165.1019757211166,0.0001354078445950897,2.673838494290993,2.4617802810272607,0.2120582132637323,True
