escenario,t0,mode,ventana_incluye_shock,mase,lambda_elegida,lambda_relativa,mae_validacion,lambda_traza_legacy,n_inner_train,n_validacion
limpio,760,ols,False,0.07387092589113699,,,,,,
limpio,760,ridge,False,0.07428691740491916,0.0009037748883470055,1e-06,0.06253671608135701,90.37748883470056,400.0,100.0
limpio,760,nnls,False,2.004389289072761,,,,,,
limpio,760,ssrc,False,0.12734891476187124,0.022215129474264277,0.0001,0.033545217608520785,22.215129474264277,400.0,100.0
limpio,760,naive,False,1.756702081168612,,,,,,
limpio,780,ols,False,0.20029834583926676,,,,,,
limpio,780,ridge,False,0.20026382806355403,9.291957761800942e-06,1e-08,0.06160894487748912,92.91957761800943,400.0,100.0
limpio,780,nnls,False,0.4337573091999726,,,,,,
limpio,780,ssrc,False,0.04079409488125181,0.022487116531020004,0.0001,0.030457479746719477,22.487116531020007,400.0,100.0
limpio,780,naive,False,0.557001367695954,,,,,,
limpio,800,ols,False,0.17127121327164718,,,,,,
limpio,800,ridge,False,0.17443072858303704,0.09267481219443459,0.0001,0.06410070769326474,92.6748121944346,400.0,100.0
limpio,800,nnls,False,0.4169807993071344,,,,,,
limpio,800,ssrc,False,0.08884343552485548,2.2631240215139328e-06,1e-08,0.02711732236856425,22.63124021513933,400.0,100.0
limpio,800,naive,False,0.4044841044888342,,,,,,
limpio,820,ols,False,0.21870378294234913,,,,,,
limpio,820,ridge,False,0.27803544298893185,0.09318616437968498,0.0001,0.07088219753402282,93.18616437968498,400.0,100.0
limpio,820,nnls,False,1.940027555633559,,,,,,
limpio,820,ssrc,False,0.011262712338375464,0.00022719874676524967,1e-06,0.020633248608289093,22.719874676524967,400.0,100.0
limpio,820,naive,False,1.6838841145800607,,,,,,
limpio,840,ols,False,0.7564965536464869,,,,,,
limpio,840,ridge,False,0.865926418963844,0.09185382171529503,0.0001,0.07072679857764619,91.85382171529504,400.0,100.0
limpio,840,nnls,False,2.0773117317940097,,,,,,
limpio,840,ssrc,False,0.06912136838812062,2.242754030170015e-06,1e-08,0.02058166210529684,22.427540301700148,400.0,100.0
limpio,840,naive,False,2.2438328900271887,,,,,,
limpio,860,ols,False,0.023784435188389106,,,,,,
limpio,860,ridge,False,0.052320557697509845,0.09278784638891643,0.0001,0.0719658567693418,92.78784638891644,400.0,100.0
limpio,860,nnls,False,0.27366865792916495,,,,,,
limpio,860,ssrc,False,0.030430312095765587,2.2599296525165234e-06,1e-08,0.02627290379151135,22.599296525165233,400.0,100.0
limpio,860,naive,False,0.19417824720932392,,,,,,
limpio,880,ols,False,0.49843334882723556,,,,,,
limpio,880,ridge,False,0.5399521929991739,0.09418957539246108,0.0001,0.06573341709193359,94.18957539246108,400.0,100.0
limpio,880,nnls,False,1.5114144402571918,,,,,,
limpio,880,ssrc,False,0.043237747167441797,2.286888205156173e-06,1e-08,0.02588214332576997,22.86888205156173,400.0,100.0
limpio,880,naive,False,1.3848979736767786,,,,,,
limpio,900,ols,False,0.3547062121141926,,,,,,
limpio,900,ridge,False,0.2856534194382514,0.09458330066596568,0.0001,0.07085132839266181,94.58330066596568,400.0,100.0
limpio,900,nnls,False,1.977159247822963,,,,,,
limpio,900,ssrc,False,0.2235732142770059,2.292970325878472e-06,1e-08,0.02262056120026571,22.929703258784723,400.0,100.0
limpio,900,naive,False,2.0423965602165883,,,,,,
limpio,920,ols,False,0.4466190990539023,,,,,,
limpio,920,ridge,False,0.3912809105117953,0.09252661718897169,0.0001,0.06847108358451254,92.5266171889717,400.0,100.0
limpio,920,nnls,False,0.7129868431189811,,,,,,
limpio,920,ssrc,False,0.007682411715963576,0.00022700627918464185,1e-06,0.025305812961117863,22.70062791846419,400.0,100.0
limpio,920,naive,False,0.6848999169615185,,,,,,
limpio,940,ols,False,0.36278083899783486,,,,,,
limpio,940,ridge,False,0.39396588059592935,0.09384705648799781,0.0001,0.06603792236370339,93.8470564879978,400.0,100.0
limpio,940,nnls,False,1.0885265958792838,,,,,,
limpio,940,ssrc,False,0.11424263204627544,0.00022970556053612787,1e-06,0.026440709980608677,22.97055605361279,400.0,100.0
limpio,940,naive,False,0.985968570793014,,,,,,
limpio,960,ols,False,0.7464496573480907,,,,,,
limpio,960,ridge,False,0.7458079491106449,0.0009374733423671847,1e-06,0.06747740146072158,93.74733423671847,400.0,100.0
limpio,960,nnls,False,0.4098234096923222,,,,,,
limpio,960,ssrc,False,0.02460808481886135,0.022975049684166356,0.0001,0.0231902737549714,22.975049684166358,400.0,100.0
limpio,960,naive,False,0.17265744714887035,,,,,,
