escenario,t0,mode,ventana_incluye_shock,mase,lambda_elegida,lambda_relativa,mae_validacion,lambda_traza_legacy,n_inner_train,n_validacion
calma,820,naive,False,1.6838841145800607,,,,,,
calma,840,ols,False,0.7564965536464869,,,,,,
calma,840,ridge,False,0.865926418963844,0.09185382171529503,0.0001,0.07072679857764619,91.85382171529504,400.0,100.0
calma,840,nnls,False,2.0773117317940097,,,,,,
calma,840,ssrc,False,0.06912136838812062,2.242754030170015e-06,1e-08,0.02058166210529684,22.427540301700148,400.0,100.0
calma,840,pls,False,3.0623512202372107,,,,,,
calma,840,naive,False,2.2438328900271887,,,,,,
calma,860,ols,False,0.023784435188389106,,,,,,
calma,860,ridge,False,0.052320557697509845,0.09278784638891643,0.0001,0.0719658567693418,92.78784638891644,400.0,100.0
calma,860,nnls,False,0.27366865792916495,,,,,,
calma,860,ssrc,False,0.030430312095765587,2.2599296525165234e-06,1e-08,0.02627290379151135,22.599296525165233,400.0,100.0
calma,860,pls,False,1.3975623432622013,,,,,,
calma,860,naive,False,0.19417824720932392,,,,,,
calma,880,ols,False,0.49843334882723556,,,,,,
calma,880,ridge,False,0.5399521929991739,0.09418957539246108,0.0001,0.06573341709193359,94.18957539246108,400.0,100.0
calma,880,nnls,False,1.5114144402571918,,,,,,
calma,880,ssrc,False,0.043237747167441797,2.286888205156173e-06,1e-08,0.02588214332576997,22.86888205156173,400.0,100.0
calma,880,pls,False,3.562216813757734,,,,,,
calma,880,naive,False,1.3848979736767786,,,,,,
calma,900,ols,False,0.3547062121141926,,,,,,
calma,900,ridge,False,0.2856534194382514,0.09458330066596568,0.0001,0.07085132839266181,94.58330066596568,400.0,100.0
calma,900,nnls,False,1.977159247822963,,,,,,
calma,900,ssrc,False,0.2235732142770059,2.292970325878472e-06,1e-08,0.02262056120026571,22.929703258784723,400.0,100.0
calma,900,pls,False,0.2774895618359301,,,,,,
calma,900,naive,False,2.0423965602165883,,,,,,
calma,920,ols,False,0.4466190990539023,,,,,,
calma,920,ridge,False,0.3912809105117953,0.09252661718897169,0.0001,0.06847108358451254,92.5266171889717,400.0,100.0
calma,920,nnls,False,0.7129868431189811,,,,,,
calma,920,ssrc,False,0.007682411715963576,0.00022700627918464185,1e-06,0.025305812961117863,22.70062791846419,400.0,100.0
calma,920,pls,False,2.8441050750786983,,,,,,
calma,920,naive,False,0.6848999169615185,,,,,,
calma,940,ols,False,0.36278083899783486,,,,,,
calma,940,ridge,False,0.39396588059592935,0.09384705648799781,0.0001,0.06603792236370339,93.8470564879978,400.0,100.0
calma,940,nnls,False,1.0885265958792838,,,,,,
calma,940,ssrc,False,0.11424263204627544,0.00022970556053612787,1e-06,0.026440709980608677,22.97055605361279,400.0,100.0
calma,940,pls,False,2.930860614911169,,,,,,
calma,940,naive,False,0.985968570793014,,,,,,
calma,960,ols,False,0.7464496573480907,,,,,,
calma,960,ridge,False,0.7458079491106449,0.0009374733423671847,1e-06,0.06747740146072158,93.74733423671847,400.0,100.0
calma,960,nnls,False,0.4098234096923222,,,,,,
calma,960,ssrc,False,0.02460808481886135,0.022975049684166356,0.0001,0.0231902737549714,22.975049684166358,400.0,100.0
calma,960,pls,False,4.816067654181367,,,,,,
calma,960,naive,False,0.17265744714887035,,,,,,
calma,980,ols,False,0.28492189156515746,,,,,,
calma,980,ridge,False,0.22975887146059515,0.09458144153633452,0.0001,0.07330763739872546,94.58144153633452,400.0,100.0
calma,980,nnls,False,0.6640237298585672,,,,,,
calma,980,ssrc,False,0.11605425778117659,0.023164860367525568,0.0001,0.022096894948048652,23.164860367525566,400.0,100.0
calma,980,pls,False,0.9023259653639694,,,,,,
calma,980,naive,False,0.7934670693230007,,,,,,
calma,1000,ols,False,0.2932626344318239,,,,,,
calma,1000,ridge,False,0.2974154046759092,0.09405453680228561,0.0001,0.071879609745936,94.05453680228561,400.0,100.0
calma,1000,nnls,False,0.5956788360303406,,,,,,
calma,1000,ssrc,False,0.25975741156983184,0.022961622376706143,0.0001,0.02301929685346357,22.961622376706146,400.0,100.0
calma,1000,pls,False,2.3079066089499873,,,,,,
calma,1000,naive,False,0.5184970462563904,,,,,,
calma,1020,ols,False,0.11403690643142436,,,,,,
calma,1020,ridge,False,0.16289973029941052,0.09561817887086634,0.0001,0.07001774003030091,95.61817887086634,400.0,100.0
calma,1020,nnls,False,1.8464510535294918,,,,,,
calma,1020,ssrc,False,0.039824215927316504,0.023352780549431858,0.0001,0.02261326994612574,23.352780549431856,400.0,100.0
calma,1020,pls,False,3.788650931068499,,,,,,
calma,1020,naive,False,1.5962285570505608,,,,,,
calma,1040,ols,False,0.2733470097667839,,,,,,
calma,1040,ridge,False,0.3803735926546959,0.09435697884374315,0.0001,0.07311593109028224,94.35697884374315,400.0,100.0
calma,1040,nnls,False,2.3963628937972725,,,,,,
calma,1040,ssrc,False,0.16109073043265582,0.02331603343175571,0.0001,0.019864071795608125,23.316033431755713,400.0,100.0
calma,1040,pls,False,2.6014743235489894,,,,,,
calma,1040,naive,False,2.6053909046291066,,,,,,
calma,1060,ols,False,0.048637663395783605,,,,,,
calma,1060,ridge,False,0.06872450677619181,0.09715846913417757,0.0001,0.06968798710874034,97.15846913417757,400.0,100.0
calma,1060,nnls,False,0.30139228476562896,,,,,,
calma,1060,ssrc,False,0.08684200048430164,0.02336573170108312,0.0001,0.021666815972171877,23.36573170108312,400.0,100.0
calma,1060,pls,False,1.4536731917008132,,,,,,
calma,1060,naive,False,0.22800451948735442,,,,,,
calma,1080,ols,False,0.46485422217658057,,,,,,
calma,1080,ridge,False,0.4951784550869661,0.09907129471805994,0.0001,0.06482232735207077,99.07129471805995,400.0,100.0
calma,1080,nnls,False,1.3522345481381886,,,,,,
calma,1080,ssrc,False,0.07825119228677643,0.023342880552390335,0.0001,0.01994686478859283,23.342880552390337,400.0,100.0
calma,1080,pls,False,3.1164936343356824,,,,,,
calma,1080,naive,False,1.2411793071432886,,,,,,
calma,1100,ols,False,0.24975051066644144,,,,,,
calma,1100,ridge,False,0.2400367587650636,0.10199812204826036,0.0001,0.06915216508381809,101.99812204826037,400.0,100.0
calma,1100,nnls,False,1.8395226991920755,,,,,,
calma,1100,ssrc,False,0.051017396634717466,2.336031083823785e-06,1e-08,0.021573300244794754,23.36031083823785,400.0,100.0
calma,1100,pls,False,0.728186922286588,,,,,,
calma,1100,naive,False,1.814130253543303,,,,,,
calma,1120,ols,False,0.23675516133652108,,,,,,
calma,1120,ridge,False,0.21344419615085375,0.10305959998043404,0.0001,0.06763457272334067,103.05959998043404,400.0,100.0
calma,1120,nnls,False,0.3089203051602913,,,,,,
calma,1120,ssrc,False,0.07475351225418535,0.00023531195082863096,1e-06,0.020460210056458806,23.531195082863096,400.0,100.0
calma,1120,pls,False,1.6818340995817012,,,,,,
calma,1120,naive,False,0.28370964500638524,,,,,,
calma,1140,ols,False,0.34818868863937374,,,,,,
calma,1140,ridge,False,0.3800388249940707,0.10377713055078791,0.0001,0.06819406592789642,103.77713055078792,400.0,100.0
calma,1140,nnls,False,1.0077898923157749,,,,,,
calma,1140,ssrc,False,0.0771407936270601,0.00023440055488696944,1e-06,0.0222648678933329,23.440055488696945,400.0,100.0
calma,1140,pls,False,1.1165107272742205,,,,,,
calma,1140,naive,False,0.9580554953280115,,,,,,
calma,1160,ols,False,0.3424868505751265,,,,,,
calma,1160,ridge,False,0.4007117921255143,0.10104105537412918,0.0001,0.07006810990992034,101.04105537412917,400.0,100.0
calma,1160,nnls,False,2.315135058671078,,,,,,
calma,1160,ssrc,False,0.29258562599815957,0.023148218516984353,0.0001,0.023933411391174785,23.148218516984354,400.0,100.0
calma,1160,pls,False,4.507092070117618,,,,,,
calma,1160,naive,False,2.1024664889640756,,,,,,
calma,1180,ols,False,0.15740004413191166,,,,,,
calma,1180,ridge,False,0.07297672450967392,0.10439627460730865,0.0001,0.07478421597966056,104.39627460730865,400.0,100.0
calma,1180,nnls,False,0.6393380486499249,,,,,,
calma,1180,ssrc,False,0.2727568499551483,2.367088615202562e-06,1e-08,0.02657367513341669,23.670886152025624,400.0,100.0
calma,1180,pls,False,1.140766822201542,,,,,,
calma,1180,naive,False,0.5885273330975296,,,,,,
calma,1200,ols,False,0.006576804144295245,,,,,,
calma,1200,ridge,False,0.006246019647984945,0.10215914671712396,0.0001,0.06659356673671059,102.15914671712397,400.0,100.0
calma,1200,nnls,False,0.03177781023192017,,,,,,
calma,1200,ssrc,False,0.09180880469589205,2.315202302851981e-06,1e-08,0.02671562749091435,23.15202302851981,400.0,100.0
calma,1200,pls,False,0.9707884621265285,,,,,,
calma,1200,naive,False,0.04639511937790658,,,,,,
calma,1220,ols,False,0.3048140221939303,,,,,,
calma,1220,ridge,False,0.32003515352764705,0.09961410122750962,0.0001,0.07301780651027162,99.61410122750962,400.0,100.0
calma,1220,nnls,False,1.1626531215727454,,,,,,
calma,1220,ssrc,False,0.030749871741566924,0.022558665513307933,0.0001,0.030004413288910944,22.558665513307933,400.0,100.0
calma,1220,pls,False,2.6877705904433764,,,,,,
calma,1220,naive,False,0.9712458753600736,,,,,,
calma,1240,ols,False,0.031867842316116675,,,,,,
calma,1240,ridge,False,0.028947938915294524,0.0010060150968439667,1e-06,0.06422422810093943,100.60150968439669,400.0,100.0
calma,1240,nnls,False,0.5884914864990513,,,,,,
calma,1240,ssrc,False,0.24070235647696614,0.02311655225414463,0.0001,0.030439489766553977,23.116552254144633,400.0,100.0
calma,1240,pls,False,1.1112122151657085,,,,,,
calma,1240,naive,False,0.7700338336677155,,,,,,
calma,1260,ols,False,0.3785731183730647,,,,,,
calma,1260,ridge,False,0.37762033180630256,0.0010223173681370905,1e-06,0.05773164570473834,102.23173681370906,400.0,100.0
calma,1260,nnls,False,1.2991148478545766,,,,,,
calma,1260,ssrc,False,0.0523719022150334,0.023662059415510375,0.0001,0.03305706874196519,23.662059415510374,400.0,100.0
calma,1260,pls,False,2.961114505572198,,,,,,
calma,1260,naive,False,1.1499548559158017,,,,,,
calma,1280,ols,False,0.2808735502712806,,,,,,
calma,1280,ridge,False,0.2789403368555318,0.0010162428104800749,1e-06,0.05403050478339348,101.6242810480075,400.0,100.0
calma,1280,nnls,False,1.7020771760227469,,,,,,
calma,1280,ssrc,False,0.08077673919986601,0.023680152902701937,0.0001,0.032356403527702325,23.680152902701934,400.0,100.0
calma,1280,pls,False,3.720998875692132,,,,,,
calma,1280,naive,False,2.118950958216668,,,,,,
calma,1300,ols,False,0.18889844942365158,,,,,,
calma,1300,ridge,False,0.18167287243200564,0.0010113305924175223,1e-06,0.05771900697660227,101.13305924175225,400.0,100.0
calma,1300,nnls,False,2.743616443561087,,,,,,
calma,1300,ssrc,False,0.22973933064417815,0.023473572181619752,0.0001,0.033063132011934754,23.47357218161975,400.0,100.0
calma,1300,pls,False,5.3416528851880924,,,,,,
calma,1300,naive,False,3.203262880571273,,,,,,
calma,1320,ols,False,0.22447558675311374,,,,,,
calma,1320,ridge,False,0.223726725016149,0.0010365529879975673,1e-06,0.05315092578224093,103.65529879975674,400.0,100.0
calma,1320,nnls,False,0.748823171933337,,,,,,
calma,1320,ssrc,False,0.3286986516219507,0.023815407126855644,0.0001,0.03651082144105045,23.815407126855646,400.0,100.0
calma,1320,pls,False,1.2676948943890918,,,,,,
calma,1320,naive,False,0.7034104996249744,,,,,,
calma,1340,ols,False,0.16517719956578256,,,,,,
calma,1340,ridge,False,0.16518172438575743,1.0156797342966628e-05,1e-08,0.0522266664708406,101.56797342966628,400.0,100.0
calma,1340,nnls,False,1.4415588873969083,,,,,,
calma,1340,ssrc,False,0.10174435085277685,0.2397683046474187,0.001,0.03977091843948115,23.97683046474187,400.0,100.0
calma,1340,pls,False,1.133914970162406,,,,,,
calma,1340,naive,False,1.4199233736813792,,,,,,
calma,1360,ols,False,0.1414550464870813,,,,,,
calma,1360,ridge,False,0.14145089300327848,9.845210940225227e-06,1e-08,0.05090344613620394,98.45210940225228,400.0,100.0
calma,1360,nnls,False,0.5225563838680147,,,,,,
calma,1360,ssrc,False,0.06798785275015562,0.23717731592296473,0.001,0.042625593922282136,23.717731592296474,400.0,100.0
calma,1360,pls,False,0.004409814647432128,,,,,,
calma,1360,naive,False,0.4941518640940322,,,,,,
calma,1380,ols,False,0.3299105120838674,,,,,,
calma,1380,ridge,False,0.3299171977967835,9.664173651904101e-06,1e-08,0.050102594283594364,96.64173651904102,400.0,100.0
calma,1380,nnls,False,2.0874727070877492,,,,,,
calma,1380,ssrc,False,0.024619104113289682,0.23445326265571628,0.001,0.043426969945970895,23.44532626557163,400.0,100.0
calma,1380,pls,False,4.436618768842491,,,,,,
calma,1380,naive,False,1.9431572657887126,,,,,,
calma,1400,ols,False,0.21268871068123835,,,,,,
calma,1400,ridge,False,0.21198471654903794,0.0009671919967019067,1e-06,0.052727903872685895,96.71919967019068,400.0,100.0
calma,1400,nnls,False,1.4832025069186976,,,,,,
calma,1400,ssrc,False,0.06787894166233732,0.23462608891044795,0.001,0.03843133907353681,23.462608891044795,400.0,100.0
calma,1400,pls,False,3.450749435602704,,,,,,
calma,1400,naive,False,1.7451168828327888,,,,,,
calma,1420,ols,False,0.37143616693273096,,,,,,
calma,1420,ridge,False,0.37112438636716677,0.0009661028028105,1e-06,0.05864307067367611,96.61028028105001,400.0,100.0
calma,1420,nnls,False,0.5295852539376233,,,,,,
calma,1420,ssrc,False,0.044800923534992716,2.3481164456541384e-06,1e-08,0.027135793949352272,23.481164456541386,400.0,100.0
calma,1420,pls,False,2.4905165742425868,,,,,,
calma,1420,naive,False,0.48510881698502273,,,,,,
calma,1440,ols,False,0.505370680505032,,,,,,
calma,1440,ridge,False,0.5053724442696661,9.65869429200519e-06,1e-08,0.06196406693056307,96.58694292005191,400.0,100.0
calma,1440,nnls,False,1.7268732418414243,,,,,,
calma,1440,ssrc,False,0.0030279356758864642,2.3496192571626703e-06,1e-08,0.02341847975800403,23.496192571626707,400.0,100.0
calma,1440,pls,False,3.859562964002811,,,,,,
calma,1440,naive,False,1.5782211054072082,,,,,,
calma,1460,ols,False,0.9653637950178209,,,,,,
calma,1460,ridge,False,0.9670730243921111,0.0009659986154780062,1e-06,0.06927691066590938,96.59986154780063,400.0,100.0
calma,1460,nnls,False,0.7251183929922523,,,,,,
calma,1460,ssrc,False,0.06500472908783732,2.349142982421628e-06,1e-08,0.02131580776859973,23.49142982421628,400.0,100.0
calma,1460,pls,False,4.875608921221951,,,,,,
calma,1460,naive,False,0.928676500053294,,,,,,
calma,1480,ols,False,0.16070091976073625,,,,,,
calma,1480,ridge,False,0.1215640632581814,0.09630878474331075,0.0001,0.07296833214997361,96.30878474331075,400.0,100.0
calma,1480,nnls,False,0.10549529519581517,,,,,,
calma,1480,ssrc,False,0.12000903518083203,2.3557524146792483e-06,1e-08,0.021721977124343886,23.557524146792485,400.0,100.0
calma,1480,pls,False,0.6872035056531349,,,,,,
calma,1480,naive,False,0.17417920034362974,,,,,,
calma,1500,ols,False,0.3071382027205578,,,,,,
calma,1500,ridge,False,0.3257703591156869,0.09790283086495832,0.0001,0.06927585941102334,97.90283086495833,400.0,100.0
calma,1500,nnls,False,0.8496749003072458,,,,,,
calma,1500,ssrc,False,0.029169283343436228,2.370779451042755e-06,1e-08,0.022158264688563415,23.707794510427554,400.0,100.0
calma,1500,pls,False,0.5069955187327433,,,,,,
calma,1500,naive,False,0.8157865436889851,,,,,,
calma,1520,ols,False,0.3722368477182281,,,,,,
calma,1520,ridge,False,0.3722456588897458,9.652702770843325e-06,1e-08,0.06958343475521024,96.52702770843325,400.0,100.0
calma,1520,nnls,False,2.366654968250968,,,,,,
calma,1520,ssrc,False,0.23939375637210283,2.3411077742072346e-06,1e-08,0.02295483230581295,23.411077742072347,400.0,100.0
calma,1520,pls,False,4.74266538120602,,,,,,
calma,1520,naive,False,2.131214875334894,,,,,,
calma,1540,ols,False,0.14653561053522998,,,,,,
calma,1540,ridge,False,0.1483565923620294,0.0009811632723508534,1e-06,0.07385929612168252,98.11632723508535,400.0,100.0
calma,1540,nnls,False,0.8492785054752552,,,,,,
calma,1540,ssrc,False,0.07771007275646971,0.023666043771050034,0.0001,0.022056689785245217,23.666043771050035,400.0,100.0
calma,1540,pls,False,1.7470661853360516,,,,,,
calma,1540,naive,False,0.8491678540892402,,,,,,
calma,1560,ols,False,0.1899425961581137,,,,,,
calma,1560,ridge,False,0.19528320421021447,0.0952596442209004,0.0001,0.07166492014486735,95.2596442209004,400.0,100.0
calma,1560,nnls,False,0.4043586166900528,,,,,,
calma,1560,ssrc,False,0.06936656069695171,0.023207261295482708,0.0001,0.023066855789297173,23.20726129548271,400.0,100.0
calma,1560,pls,False,1.995561170782108,,,,,,
calma,1560,naive,False,0.35440330071159415,,,,,,
calma,1580,ols,False,0.5219571290772439,,,,,,
calma,1580,ridge,False,0.569444378316912,0.09570752400252269,0.0001,0.07124816754208839,95.70752400252269,400.0,100.0
calma,1580,nnls,False,1.9126366067881193,,,,,,
calma,1580,ssrc,False,0.02104511725947491,0.023090076456310015,0.0001,0.020803412541998433,23.090076456310015,400.0,100.0
calma,1580,pls,False,2.9805903084016454,,,,,,
calma,1580,naive,False,1.7960932414694382,,,,,,
calma,1600,ols,False,0.4212622815525688,,,,,,
calma,1600,ridge,False,0.4216004525096887,0.0009449663331662465,1e-06,0.0744706288105251,94.49663331662467,400.0,100.0
calma,1600,nnls,False,2.1712367046651706,,,,,,
calma,1600,ssrc,False,0.2111584099540973,0.023002426071437532,0.0001,0.01879541868559955,23.002426071437533,400.0,100.0
calma,1600,pls,False,4.722706669321469,,,,,,
calma,1600,naive,False,2.496250871100979,,,,,,
calma,1620,ols,False,0.28403369911819987,,,,,,
calma,1620,ridge,False,0.2543696973787067,0.09575981736846378,0.0001,0.0737969148727217,95.75981736846379,400.0,100.0
calma,1620,nnls,False,0.35966533022873737,,,,,,
calma,1620,ssrc,False,0.017606526695387873,0.02309731914217156,0.0001,0.0177861485580067,23.09731914217156,400.0,100.0
calma,1620,pls,False,2.0627320711587482,,,,,,
calma,1620,naive,False,0.3344490605417936,,,,,,
calma,1640,ols,False,0.3182800833017696,,,,,,
calma,1640,ridge,False,0.33794894618758337,0.09571251093164593,0.0001,0.0720395854047122,95.71251093164592,400.0,100.0
calma,1640,nnls,False,0.9003157921253596,,,,,,
calma,1640,ssrc,False,0.06331728104722291,0.00023103899295124833,1e-06,0.017659664022274486,23.103899295124833,400.0,100.0
calma,1640,pls,False,0.5316224591622888,,,,,,
calma,1640,naive,False,0.8554846123386152,,,,,,
calma,1660,ols,False,0.12084338586689915,,,,,,
calma,1660,ridge,False,0.06169708035394723,0.09586121501396146,0.0001,0.07588472524471379,95.86121501396146,400.0,100.0
calma,1660,nnls,False,1.8467493939895874,,,,,,
calma,1660,ssrc,False,0.067924403381441,2.314441092926919e-06,1e-08,0.01817788433620398,23.14441092926919,400.0,100.0
calma,1660,pls,False,3.7983713636740566,,,,,,
calma,1660,naive,False,1.5527077153108007,,,,,,
calma,1680,ols,False,0.22063129706336207,,,,,,
calma,1680,ridge,False,0.15650899379776417,0.0957153015245281,0.0001,0.07582153181325671,95.7153015245281,400.0,100.0
calma,1680,nnls,False,0.8017329212101535,,,,,,
calma,1680,ssrc,False,0.12202153224598827,0.00023091537982575304,1e-06,0.01953307450633477,23.091537982575304,400.0,100.0
calma,1680,pls,False,2.0919413421263013,,,,,,
calma,1680,naive,False,0.806197873698432,,,,,,
calma,1700,ols,False,0.37100467701667517,,,,,,
calma,1700,ridge,False,0.3581078798147813,0.09645643841574883,0.0001,0.07446809966477462,96.45643841574883,400.0,100.0
calma,1700,nnls,False,0.587522822537353,,,,,,
calma,1700,ssrc,False,0.2667245061549272,0.02305445997059517,0.0001,0.02217706439030251,23.05445997059517,400.0,100.0
calma,1700,pls,False,2.4890794611714115,,,,,,
calma,1700,naive,False,0.5187431322159737,,,,,,
calma,1720,ols,False,0.12953771280617293,,,,,,
calma,1720,ridge,False,0.09685357780070926,0.09676124434852813,0.0001,0.07101380002523208,96.76124434852814,400.0,100.0
calma,1720,nnls,False,1.2214998523300429,,,,,,
calma,1720,ssrc,False,0.026298624359223564,0.023459729766429776,0.0001,0.025519833913670267,23.459729766429774,400.0,100.0
