ubicacion,magnitud_sigma,signo,t0,kappa_raw,kappa_lw,ventana_incluye_shock
5000,5,1,2340,1329511.0161401562,589.9988325135773,False
5000,5,1,2360,1367221.3293556976,574.6852033608016,False
5000,5,1,2380,1295136.4257413943,598.380954927689,False
5000,5,1,2400,1301585.4599307799,626.0062542898137,False
5000,5,1,2420,1390783.8152838596,667.1520173253217,False
5000,5,1,2440,1365383.069068949,629.886780298374,False
5000,5,1,2460,1117459.9341134971,612.4600781601104,False
5000,5,1,2480,1122250.4782306643,634.427267410349,False
5000,5,1,2500,1154620.4462542732,670.1173739455088,False
5000,5,1,2520,1183017.8645436573,699.0263049692383,False
5000,5,1,2540,1231795.0860977126,765.586522670033,False
5000,5,1,2560,1224781.9655241147,762.4229804718221,False
5000,5,1,2580,1260133.7807459456,772.6508553018338,False
5000,5,1,2600,1228828.6746483538,753.99937280512,False
5000,5,1,2620,1198225.0188329336,715.5830234099627,False
5000,5,1,2640,1297163.2290755946,703.8352639115578,False
5000,5,1,2660,1241179.4846610278,690.723805692049,False
5000,5,1,2680,1177603.434829918,611.5557989431036,False
5000,5,1,2700,1167193.2796860184,586.1062307835223,False
5000,5,1,2720,1147948.5678102537,585.7795663843858,False
5000,5,1,2740,1133525.833705365,610.3631943529656,False
5000,5,1,2760,1148314.0898370615,619.2925612073991,False
5000,5,1,2780,1180502.45851513,669.6595273091334,False
5000,5,1,2800,1190875.7628666537,669.763913306348,False
5000,5,1,2820,1174706.627112688,649.9196681973878,False
5000,5,1,2840,1132850.934511574,626.9542547688035,False
5000,5,1,2860,1127164.42627408,620.0775562881068,False
5000,5,1,2880,1185493.7812104234,604.5602536743564,False
5000,5,1,2900,1155658.2374257566,573.5645825081045,False
5000,5,1,2920,1092237.7934805877,560.8053228403174,False
5000,5,1,2940,1090295.4161125708,555.7445619079775,False
5000,5,1,2960,1399822.3352355873,615.5688935902913,False
5000,5,1,2980,1312667.3259397796,583.3942365511068,False
5000,5,1,3000,1302954.0150804007,560.2990236862129,False
5000,5,1,3020,1346804.268091011,600.535409504758,False
5000,5,1,3040,1274834.6058033323,557.6588186142541,False
5000,5,1,3060,1268780.7661319934,529.6631279583299,False
