escenario,t0,kappa_raw,kappa_lw,ventana_incluye_shock
limpio,11400,1337251.2604639044,600.557620752288,False
limpio,11420,1367486.4601968296,627.5197598147123,False
limpio,11440,1367856.7971747504,636.6555452655698,False
limpio,11460,1489038.7701023312,634.4288816487568,False
limpio,11480,1509812.5247851575,645.1333356365718,False
limpio,11500,1180420.0989357715,578.2484645200484,False
limpio,11520,1159972.4106041107,539.5542791455005,False
limpio,11540,1140854.0015726723,532.5487057788914,False
limpio,11560,1133731.0035614953,523.5445035456211,False
limpio,11580,1116457.7043212599,493.6780039273504,False
limpio,11600,1118196.8605764909,494.4587401548257,False
limpio,11620,1107315.4359879266,495.00147489594667,False
limpio,11640,1166688.660228491,496.3217245720935,False
limpio,11660,1110181.1887130097,484.368718966904,False
limpio,11680,1092502.4377210792,449.40801445721917,False
limpio,11700,1071743.5740550798,419.53212317744084,False
limpio,11720,1077910.9804965688,420.03968143517795,False
limpio,11740,1032051.9419132345,401.95863900125175,False
limpio,11760,1060468.406844204,415.88732625364975,False
limpio,11780,1080965.2831568343,417.7419126576363,False
limpio,11800,1056534.035677339,424.39689607467056,False
limpio,11820,1057478.0833332757,423.0796706230781,False
limpio,11840,1054456.5021958689,423.11754082793306,False
limpio,11860,1050216.0547394517,423.5528427845326,False
limpio,11880,1048974.0687110191,421.0642559659931,False
limpio,11900,1083521.156714582,418.1345689956812,False
limpio,11920,1100773.0021276765,429.6089778204279,False
limpio,11940,1091258.588741288,417.9196761847812,False
limpio,11960,1077268.0617361173,400.3839276360612,False
limpio,11980,1078739.0440670103,400.0882521371498,False
limpio,12000,1347422.4828097634,420.0860044887604,False
limpio,12020,1324093.385773986,428.9283326386761,False
limpio,12040,1342042.9194979928,437.40256789333364,False
limpio,12060,1258138.0629391973,452.26117720108874,False
limpio,12080,1256659.5315539083,477.1378503773663,False
limpio,12100,1275331.1157867434,509.8530435572086,False
limpio,12120,1336226.8525529117,556.6285027748658,False
limpio,12140,1305337.7329411798,525.7225859107965,False
limpio,12160,1316417.9226472387,521.544040181404,False
limpio,12180,1383186.0148000037,588.539692981088,False
limpio,12200,1411526.6127033555,621.4228211291357,False
limpio,12220,1406101.9700457067,619.5008622456946,False
limpio,12240,1468667.87071216,654.7797699731879,False
limpio,12260,1427434.877267884,622.6911737023423,False
limpio,12280,1431719.688497569,622.9536198304444,False
limpio,12300,1406148.1480145038,595.6994610804871,False
limpio,12320,1428424.5471437052,621.7267001330889,False
limpio,12340,1381157.7856187935,621.9362623862144,False
limpio,12360,1433489.3994233175,631.4135530248695,False
limpio,12380,1494509.3070995747,698.6824860055231,False
limpio,12400,1493602.8087425712,700.9432782746893,False
limpio,12420,1496560.4918913268,695.6496613858869,False
limpio,12440,1487621.4345427016,682.3096985353536,False
limpio,12460,1494129.5996116302,695.9138461380738,False
limpio,12480,1354361.7471627966,658.7643717005624,False
limpio,12500,1399112.5912424864,687.7377808298687,False
limpio,12520,1465997.1682812118,735.7293015390468,False
limpio,12540,1510409.9620148572,778.5675322733055,False
limpio,12560,1570270.295214494,794.8755600303939,False
limpio,12580,1615468.3555190882,828.043847223227,False
limpio,12600,1548339.7286660562,773.6096437776703,False
limpio,12620,1540474.6739882436,747.6030059732129,False
limpio,12640,1552484.1317745312,783.2766962970898,False
limpio,12660,1613835.179956443,792.0298085073455,False
limpio,12680,1587351.549545938,752.2570748255224,False
limpio,12700,1445109.6122336334,728.1516972941122,False
limpio,12720,1474157.0191663296,775.7093195598225,False
limpio,12740,1493018.5975282856,774.8308420275922,False
limpio,12760,1543711.936427025,821.8711281575095,False
limpio,12780,1484256.103783164,811.9055146402301,False
limpio,12800,1562448.6342422906,852.6956979377102,False
limpio,12820,1426141.8445652009,792.7928862999734,False
limpio,12840,1445034.8851975102,792.5249554384544,False
limpio,12860,1422526.8062872041,749.6507886138476,False
limpio,12880,1357563.5868812124,677.3866792732225,False
limpio,12900,1346014.615108637,710.0886087360873,False
limpio,12920,1350374.1783994224,709.1876568586687,False
limpio,12940,1348916.8373021085,719.396790107335,False
limpio,12960,1342942.542288736,704.1530558445187,False
limpio,12980,1237128.6746010198,698.9249365719277,False
limpio,13000,1213904.1272262218,682.7517395265635,False
limpio,13020,1198240.1035612756,681.0806901682395,False
limpio,13040,1189016.6823138758,678.9871356941978,False
limpio,13060,1257231.4287902152,731.214671145592,False
limpio,13080,1233551.0397512831,706.1729369875817,False
limpio,13100,1256468.6624105682,707.3416319037042,False
limpio,13120,1215427.8352552827,690.2776547756456,False
limpio,13140,1196925.3839459028,663.1898304669907,False
limpio,13160,1215451.0455236894,663.9118557146705,False
limpio,13180,1204539.037426414,659.6639314808161,False
limpio,13200,1261409.585132994,650.8175664688991,False
limpio,13220,1262530.0564870897,643.0650312227508,False
limpio,13240,1117416.3281168817,615.9526833780045,False
limpio,13260,1079908.7337396448,568.4067526144578,False
limpio,13280,1085705.586017499,532.4454334291831,False
limpio,13300,1059088.3697252164,498.4027012036639,False
limpio,13320,1079423.855151236,489.3513557465642,False
limpio,13340,1071516.1882827627,497.91340351736454,False
limpio,13360,1085993.5221783018,526.0414351993805,False
limpio,13380,1044611.5695792097,546.24036701966,False
limpio,13400,1078197.7319539047,552.6046590769197,False
limpio,13420,1102010.0523805167,578.2561309743087,False
limpio,13440,1075607.0676395004,552.8727105797558,False
limpio,13460,1103971.7107618055,584.2426179534142,False
limpio,13480,1296307.5228010912,601.9570302578766,False
limpio,13500,1300993.2002507679,583.0123191649632,False
limpio,13520,1294961.7942272539,539.2377114808478,False
limpio,13540,1284182.3117212013,530.4133276056533,False
limpio,13560,1128745.379281561,489.5594458800238,False
limpio,13580,1096405.3263861341,486.14084548261985,False
limpio,13600,1123270.7333026412,535.3272529087607,False
limpio,13620,1149008.7581700268,548.6109610014954,False
limpio,13640,1174566.3206131728,575.6713350973715,False
limpio,13660,1156818.6604854425,600.3646649374333,False
limpio,13680,1166847.9746464838,604.057774016008,False
limpio,13700,1142432.240211757,621.7447883635937,False
limpio,13720,1118971.8252153243,581.103041644318,False
limpio,13740,1256720.4129636856,580.9264067784823,False
limpio,13760,1266844.6966170033,591.7830588852706,False
limpio,13780,1133230.265095379,589.4267001687465,False
limpio,13800,1156518.0731720151,638.4222143834409,False
limpio,13820,1161939.6171828415,660.4609919392494,False
limpio,13840,1210990.021247318,717.4090679459275,False
limpio,13860,1225460.7023427715,718.7486881034919,False
limpio,13880,1304369.2920903661,737.5424030553387,False
limpio,13900,1273576.964400695,728.9638670807768,False
limpio,13920,1246843.3570901656,699.1869400879783,False
limpio,13940,1251244.2874831718,700.5257256163106,False
limpio,13960,1144314.5520814534,668.9901423338922,False
limpio,13980,1149666.0090282247,657.3060109831453,False
limpio,14000,1136424.4195649442,640.5785992081201,False
limpio,14020,1123797.000426639,636.485822165375,False
limpio,14040,1120263.3381435033,641.7348268384735,False
limpio,14060,1219193.0529647295,633.9266499336644,False
limpio,14080,1201812.6799074502,612.1863676797553,False
limpio,14100,1183159.1978606114,587.7505177904912,False
limpio,14120,1191854.5821826658,588.217819813756,False
limpio,14140,1163565.44885505,586.8707964991147,False
limpio,14160,1202236.65451177,593.0003697359056,False
limpio,14180,1156842.9665628858,553.7863069762171,False
limpio,14200,1239121.7370188918,578.2096448603337,False
limpio,14220,1130142.5699765976,597.7122224926082,False
limpio,14240,1134988.2532373953,617.328936058454,False
limpio,14260,1173504.8577840377,674.8287428077673,False
limpio,14280,1347084.4567841592,726.8551916240232,False
limpio,14300,1358275.2590829006,712.0747443964916,False
limpio,14320,1296632.4160868833,698.8749367847062,False
limpio,14340,1265260.218253003,636.0143997765236,False
limpio,14360,1233134.9361577092,604.3773815332921,False
limpio,14380,1210215.5472475672,605.0981897686769,False
limpio,14400,1233574.7068399882,600.2527067757452,False
limpio,14420,1203342.7677950624,570.9272444090047,False
limpio,14440,1094799.352349184,573.4400239384722,False
limpio,14460,1139278.652972915,554.266554365973,False
limpio,14480,1141938.4477105818,554.2495324898766,False
limpio,14500,1139080.630737531,554.2825540287546,False
limpio,14520,1144360.5824136266,555.8317837462614,False
limpio,14540,1109940.1895718002,545.1145095600899,False
limpio,14560,1142571.2680187284,592.1712989978753,False
limpio,14580,1195257.8887251767,626.7100547608921,False
limpio,14600,1160417.425000998,603.4706902337988,False
limpio,14620,1170907.2035292827,618.1016648714324,False
limpio,14640,1166968.6537048856,583.6634913350255,False
limpio,14660,1138029.6322240173,554.633050509361,False
limpio,14680,1117359.5634810636,565.1805877662329,False
limpio,14700,1088688.5787029206,522.5178510219748,False
limpio,14720,1204556.467252595,502.5367981476001,False
limpio,14740,1212944.1798277285,481.6986382434677,False
limpio,14760,1087891.3164150359,431.858749468102,False
limpio,14780,1102510.7717915724,446.83859140877667,False
limpio,14800,1106454.532208612,457.8511228786883,False
limpio,14820,1150496.9907578744,465.84312809622196,False
limpio,14840,1143958.6380226824,469.98585791827526,False
limpio,14860,1061543.5503739303,493.5057774846949,False
limpio,14880,1056546.7991999183,480.4481726172692,False
limpio,14900,1076407.996475418,509.23459005246207,False
limpio,14920,1107377.3486023375,539.0892949092371,False
limpio,14940,1217370.953434307,542.9080260797207,False
limpio,14960,1261014.858678004,588.151473961608,False
limpio,14980,1282476.0996145476,617.2775418757316,False
limpio,15000,1231041.9703797738,631.1836676412327,False
limpio,15020,1220784.922573135,622.9749436934716,False
limpio,15040,1251168.5244605008,608.5081004337497,False
limpio,15060,1226391.0688760504,559.9402769072873,False
limpio,15080,1185803.2509675755,537.1256587297472,False
limpio,15100,1222897.2613152084,549.0210429885366,False
limpio,15120,1196640.5509110214,528.6026049707324,False
limpio,15140,1203226.2426657106,528.8406133440062,False
limpio,15160,1237380.0165102042,556.443952920041,False
limpio,15180,1284980.7518993763,552.3787847797169,False
limpio,15200,1277143.6658909232,558.7776210607791,False
limpio,15220,1310895.312203868,595.8572152998058,False
limpio,15240,1212097.0203570316,619.317927507335,False
limpio,15260,1309006.4375124378,645.6375030990148,False
limpio,15280,1333100.2795291876,670.0675087447075,False
limpio,15300,1319415.3766542277,651.4768876981597,False
limpio,15320,1286873.755605361,620.0213322378423,False
limpio,15340,1282092.4315378217,640.1783012205914,False
limpio,15360,1411554.561467476,617.3107029115907,False
limpio,15380,1401297.7902792406,592.7385897402924,False
limpio,15400,1368226.111066934,561.2420264156025,False
limpio,15420,1323711.4531620704,532.2432339649249,False
limpio,15440,1377817.4779600329,562.0179542726034,False
limpio,15460,1075469.1156880702,520.8172845993503,False
limpio,15480,1037295.4744661644,484.687093266914,False
limpio,15500,1039951.7887758141,458.5976562220469,False
limpio,15520,1035559.0311830466,457.16523458080763,False
limpio,15540,1031161.165342824,451.4468155400306,False
limpio,15560,1023329.1996038156,448.03519903395676,False
limpio,15580,1032272.4450466281,437.07321854505295,False
limpio,15600,1007588.1272448878,416.9633015831788,False
limpio,15620,974352.5261756076,410.6654974952031,False
limpio,15640,973109.4078856074,408.43592928392866,False
limpio,15660,944594.9580522567,383.1675135391798,False
limpio,15680,979656.4834392125,408.9038774310316,False
limpio,15700,981483.9374004559,410.13579731516757,False
limpio,15720,980557.0165973924,406.7325806151399,False
limpio,15740,1063296.3842978538,384.3759924601026,False
limpio,15760,1008724.3664180874,393.50834766100036,False
limpio,15780,974715.9872017074,364.78018821768376,False
limpio,15800,977334.3696756746,372.65960941511133,False
limpio,15820,1002767.265300564,388.34365150588286,False
limpio,15840,982880.1620094532,376.07349057470725,False
limpio,15860,998382.9029120744,396.5975226438399,False
limpio,15880,1019641.7616119325,416.52223977297734,False
limpio,15900,1001284.6270957672,393.58289685719217,False
limpio,15920,989157.4912848226,390.9161847946024,False
limpio,15940,1021204.2583195505,417.3097720654555,False
limpio,15960,1327651.9508121512,432.022151011607,False
limpio,15980,1366711.8319378463,466.79377149770664,False
limpio,16000,1372958.5564225386,496.14827508826596,False
limpio,16020,1395007.7276210703,538.7488072211385,False
limpio,16040,1403718.920474289,545.248442471929,False
limpio,16060,1409515.3710499716,548.9155836500979,False
limpio,16080,1366820.8982807454,585.5769636274356,False
limpio,16100,1392740.852619377,613.6071942541569,False
limpio,16120,1481716.175116776,623.5584771171265,False
limpio,16140,1473311.9250674369,634.585631891546,False
limpio,16160,1497767.0035906122,668.0210956977014,False
limpio,16180,1397112.0995896857,628.4362198613718,False
limpio,16200,1452081.529048067,691.4405166121632,False
limpio,16220,1455690.8901451547,692.9461161540427,False
limpio,16240,1476587.5100716737,725.7861342255657,False
limpio,16260,1558303.919047527,695.9087637084288,False
limpio,16280,1500957.6468264693,701.684613077038,False
limpio,16300,1509323.6721444137,691.612511760414,False
limpio,16320,1477279.913045017,687.559988111544,False
limpio,16340,1483257.689697276,685.1566264967204,False
limpio,16360,1455903.4740936013,651.6695459952908,False
limpio,16380,1321137.619799682,618.3511410002405,False
limpio,16400,1345155.7655180492,673.6420866303496,False
limpio,16420,1393205.457472994,702.9684100118168,False
limpio,16440,1396155.9363624083,704.1982586654204,False
limpio,16460,1397915.0444210817,727.6632510052576,False
limpio,16480,1368469.8627184413,685.8706096220398,False
limpio,16500,1368953.6238303112,668.9326350196371,False
limpio,16520,1356354.5926194808,652.9925971951883,False
limpio,16540,1362952.1160694757,656.0417814310077,False
limpio,16560,1348097.6955029345,660.113345879045,False
limpio,16580,1398942.6637593843,653.2777492155777,False
limpio,16600,1345316.1296364637,621.7076569350393,False
limpio,16620,1353569.6807927394,625.7334899090133,False
limpio,16640,1392043.2489597949,657.1927272382835,False
limpio,16660,1288086.28848626,634.2748078889078,False
limpio,16680,1338999.184431481,632.471674555959,False
limpio,16700,1287267.8038585281,562.587956775061,False
limpio,16720,1270194.0551638852,528.9098372669972,False
limpio,16740,1246233.8367998598,502.2488130933887,False
limpio,16760,1273988.7539847519,533.8933737910257,False
limpio,16780,1265122.0093038508,503.58154669116186,False
limpio,16800,1258735.2648033681,502.1037910795341,False
limpio,16820,1292443.1925371613,517.4791621579279,False
limpio,16840,1215031.7347602604,519.1395698627052,False
limpio,16860,1221342.2934491052,538.6128435834927,False
limpio,16880,1416030.7082905998,611.0990983480759,False
limpio,16900,1402935.469073079,583.2717489602211,False
limpio,16920,1390716.0810520244,559.6483459163115,False
limpio,16940,1224034.1746705817,510.35089040469387,False
limpio,16960,1244208.1079021343,530.5060541247533,False
limpio,16980,1264956.1923552637,558.4965683999872,False
limpio,17000,1291522.8678785095,587.4041450962142,False
limpio,17020,1219918.3225407274,591.1637083223277,False
limpio,17040,1236797.982996847,616.2503266035537,False
limpio,17060,1313167.273494908,677.006545437773,False
limpio,17080,1288067.8828944957,654.6971501781746,False
limpio,17100,1242625.3440361698,649.8837366314224,False
limpio,17120,1267395.3440240514,683.4758603466651,False
limpio,17140,1275663.2311767964,685.3325720032306,False
limpio,17160,1340939.5897842618,679.720757135091,False
limpio,17180,1410000.3925622962,743.8673562391273,False
limpio,17200,1386316.4548234928,762.8400251259241,False
limpio,17220,1410736.3379153893,793.7356188418423,False
limpio,17240,1468807.0023336885,849.6140146627923,False
limpio,17260,1444077.2378578994,833.0568687050442,False
limpio,17280,1505805.5711839201,882.0610624514503,False
limpio,17300,1493668.3864696878,884.1817713318193,False
limpio,17320,1466343.9943267615,856.1471361963369,False
limpio,17340,1500592.2989613188,877.3164188741123,False
limpio,17360,1484725.200872879,844.9099169918776,False
limpio,17380,1423114.6667825386,770.8673315396156,False
limpio,17400,1374165.13917107,750.5044191060073,False
limpio,17420,1377416.7985144262,750.3597501829965,False
limpio,17440,1341588.5077986005,731.9166665185443,False
limpio,17460,1338660.3988695953,742.1700427440721,False
limpio,17480,1330071.3341971615,738.6662753650844,False
limpio,17500,1364257.3746614112,772.7969280977136,False
limpio,17520,1428799.0461570735,774.9415976286932,False
limpio,17540,1402100.6802860629,739.129700914487,False
limpio,17560,1330207.4404025048,667.631419558262,False
limpio,17580,1365667.2028249793,698.5799890650895,False
limpio,17600,1442857.9834236926,706.8460700640169,False
limpio,17620,1192271.2351809896,637.9380269343924,False
limpio,17640,1148130.476824298,590.791976573502,False
limpio,17660,1169169.3213605136,585.3690804299395,False
limpio,17680,1123377.8371543905,529.083501599389,False
limpio,17700,1164556.5182174342,514.4076526044693,False
limpio,17720,1143124.3367539237,489.07474369946397,False
limpio,17740,1056049.7662780273,462.75559783451473,False
limpio,17760,1053049.1265365928,435.0635125492201,False
limpio,17780,1039419.853923346,409.61672395222024,False
limpio,17800,1020538.7924121212,388.955236516918,False
limpio,17820,991835.2762780926,389.52892172755156,False
limpio,17840,980727.335003435,375.9532038254304,False
limpio,17860,977210.5974903043,373.105661007807,False
limpio,17880,978833.8951939202,360.06252157698043,False
limpio,17900,1001645.3155019757,377.5641830685897,False
limpio,17920,990996.4999191695,376.5030451453731,False
limpio,17940,1108696.1287022897,388.2764012489048,False
limpio,17960,1098395.5547778662,349.3609760435114,False
limpio,17980,1103467.3728688303,331.1881879354355,False
limpio,18000,1067365.5366268759,298.81723282386207,False
limpio,18020,1033371.5066886353,297.26885777797867,False
limpio,18040,1032502.3674696367,296.37077532159805,False
limpio,18060,1032242.2301816393,285.95271163441936,False
limpio,18080,1013555.3972588168,281.03109347526924,False
limpio,18100,941432.9545619836,292.94284679554,False
limpio,18120,1062060.2507937043,313.9677961237914,False
limpio,18140,1096416.3004644886,347.9168498627551,False
limpio,18160,1069601.4986145399,361.4232746345589,False
limpio,18180,1063738.290592756,356.686896615172,False
limpio,18200,1056160.9530538449,355.5134549504141,False
limpio,18220,1071317.0798768231,353.6731156814912,False
limpio,18240,1122872.101553633,348.81322259948575,False
limpio,18260,1132185.242235887,366.00816026501496,False
limpio,18280,1134926.7912039603,362.79727515191286,False
limpio,18300,1136837.9062274392,365.9202139020829,False
limpio,18320,1209716.5217914258,381.83609141950654,False
limpio,18340,1007713.7036223877,383.40511891330306,False
limpio,18360,986170.4014023565,377.21594572915325,False
limpio,18380,972133.4893162139,370.1474859847563,False
limpio,18400,936649.433793224,334.0006447213192,False
limpio,18420,944176.3735343631,328.87319975513327,False
limpio,18440,945429.746892706,313.0705293652713,False
limpio,18460,949014.4644670981,319.60235696648436,False
limpio,18480,879163.0830633726,326.2952525388137,False
limpio,18500,882148.4193383647,337.0324771725145,False
limpio,18520,933598.9455933485,370.6561819662024,False
limpio,18540,951993.353882462,396.0051176346398,False
limpio,18560,927415.3451115922,398.8968526636018,False
limpio,18580,1000419.132588768,449.53616013979126,False
limpio,18600,1020162.8805718003,428.4421489196814,False
limpio,18620,1019216.386472897,424.10893180650953,False
limpio,18640,982809.7380870399,397.695435911344,False
limpio,18660,1004206.3372257652,388.6035305194419,False
limpio,18680,1007532.4121029917,397.9813191273219,False
limpio,18700,1027993.7142615281,418.52287446860527,False
limpio,18720,1022339.5149497342,422.77465825541975,False
limpio,18740,1044154.9028690606,443.78611574095623,False
limpio,18760,1034349.8283392354,423.37192098515084,False
limpio,18780,1022528.0839070805,433.22516700746877,False
limpio,18800,1040194.5347260853,454.66211421150854,False
limpio,18820,1036341.2463145027,443.87030283217206,False
limpio,18840,1297177.471828463,447.70202274469716,False
limpio,18860,1322886.0423820438,459.6104572342354,False
limpio,18880,1285398.883462042,470.6766884957563,False
limpio,18900,1362014.6203209576,537.856799977696,False
limpio,18920,1367193.7657446985,561.699352736488,False
limpio,18940,1368825.9212911557,564.2225713773428,False
limpio,18960,1363230.6347538838,566.4429649088188,False
limpio,18980,1526621.8955332283,598.4011545754108,False
limpio,19000,1497671.315386067,573.4584359898662,False
limpio,19020,1472339.0251117388,542.3214823193916,False
limpio,19040,1211324.582705591,512.4750212732606,False
limpio,19060,1214032.1379757333,502.2433301803298,False
limpio,19080,1151704.7906833903,436.3148009066591,False
limpio,19100,1164638.099226407,426.2971453573432,False
limpio,19120,1150119.5881532452,399.64186728553506,False
limpio,19140,1169044.3640812093,383.2324857129616,False
limpio,19160,1153410.6207821425,385.08282469525926,False
limpio,19180,1170863.778041477,405.0288919407997,False
limpio,19200,1165001.6855956211,415.46755128795604,False
limpio,19220,1138408.3858677612,427.0474941781828,False
limpio,19240,1135210.5761577238,402.36946593514006,False
limpio,19260,1136830.1750282026,408.15753172410865,False
limpio,19280,1123272.6189131765,403.01456338073774,False
limpio,19300,1119071.874103072,402.0839898121431,False
limpio,19320,1149754.5740929719,414.67407102679545,False
limpio,19340,1109799.5934037336,418.61810453242083,False
limpio,19360,1119622.262318679,438.40024242018274,False
limpio,19380,1179172.491122055,464.7614255057783,False
limpio,19400,1053096.4513480635,418.8572824327348,False
limpio,19420,1044933.1777900899,393.46099665891495,False
limpio,19440,1042793.3290807826,394.6807485597584,False
limpio,19460,1047844.2699722742,389.0603999420549,False
limpio,19480,1022924.2419214818,372.96360783962746,False
limpio,19500,1048769.1443345493,390.2511135429249,False
limpio,19520,935257.8908224056,386.8757890779002,False
limpio,19540,1071791.807379093,417.8425949651558,False
limpio,19560,1109797.6368964522,467.0309096065511,False
limpio,19580,1137118.8360372814,496.46648060398644,False
limpio,19600,1209737.5124047466,557.6391015373554,False
limpio,19620,1198153.5604603712,565.4252200142131,False
limpio,19640,1087846.6448590888,562.6661082049483,False
limpio,19660,1120397.4244884483,607.4404881597627,False
limpio,19680,1117033.636233937,609.3167440011423,False
limpio,19700,1125174.57493799,604.6973620217548,False
limpio,19720,1184796.88738177,627.7481294999716,False
limpio,19740,1201640.105470308,663.1305131833846,False
limpio,19760,1130251.5404955985,669.4842632604992,False
limpio,19780,1139136.3583244954,663.1199815180357,False
limpio,19800,1112569.9275871716,624.8127828850479,False
limpio,19820,1088840.127646169,589.6166455171963,False
limpio,19840,1108902.787334816,590.4108464082875,False
limpio,19860,1114640.5970754435,596.8323041877261,False
limpio,19880,1062088.5484657546,557.5255657355384,False
limpio,19900,1214645.1332690592,627.783761638309,False
limpio,19920,1176204.5413667373,629.3731150388467,False
limpio,19940,1209815.7973275278,662.7213034186458,False
limpio,19960,1236554.1103200335,702.11282512342,False
limpio,19980,1174741.5671109075,719.4803981184556,False
limpio,20000,1172791.1082027985,702.6015258433263,False
limpio,20020,1349521.5842086785,782.1887855811486,False
limpio,20040,1254243.3771979902,741.2399428154599,False
limpio,20060,1234098.7622848365,711.6173334029826,False
limpio,20080,1260705.2288643313,757.5255086322804,False
limpio,20100,1230066.1844378489,721.7487840237195,False
limpio,20120,1229831.6157071101,715.1097797977696,False
limpio,20140,1395157.2534184358,772.0243806087973,False
limpio,20160,1360496.9268327663,748.8010235883994,False
limpio,20180,1370688.3869332937,745.4694325586196,False
limpio,20200,1317219.029173825,707.8327072657205,False
limpio,20220,1342420.1288326245,735.4084820214655,False
limpio,20240,1315850.7436574206,699.2850445452868,False
limpio,20260,1454426.2023000438,696.0770573259916,False
limpio,20280,1483026.039821274,742.8828407688566,False
limpio,20300,1520818.1414323486,784.3015706739668,False
limpio,20320,1513922.1081215334,787.9821789202945,False
limpio,20340,1563095.4560275436,834.0899609113582,False
limpio,20360,1535496.542044814,828.0419077939802,False
limpio,20380,1594152.9265198149,872.311406309765,False
limpio,20400,1533121.4631782365,783.6792243688594,False
limpio,20420,1597469.734446444,820.1611128307031,False
limpio,20440,1545032.7426328706,788.3788329827083,False
limpio,20460,1529692.4926876677,779.70861787482,False
limpio,20480,1669707.7862778136,753.1526550535848,False
limpio,20500,1650837.5899617577,764.187459288826,False
limpio,20520,1597437.3210483608,719.3756789135341,False
limpio,20540,1765343.4078838013,723.2465927845319,False
limpio,20560,1733126.3716697246,732.4580271471427,False
limpio,20580,1701350.3460857626,691.830736078485,False
limpio,20600,1607380.8061574155,655.6635201981189,False
limpio,20620,1688887.389225571,727.7252458832795,False
limpio,20640,1530202.0028548099,692.6070802561095,False
limpio,20660,1457366.443898212,673.5561441497521,False
limpio,20680,1453967.002752339,702.021996205028,False
limpio,20700,1503051.6605900791,735.472050649804,False
limpio,20720,1483399.8624173226,704.3020598215761,False
limpio,20740,1472071.5342366595,730.6233059695342,False
limpio,20760,1476388.4288739972,732.5037947897628,False
limpio,20780,1426456.6538112804,687.1028444219831,False
limpio,20800,1452448.234390887,716.5412239529679,False
limpio,20820,1464784.2736071805,726.7416363536008,False
limpio,20840,1351403.5073420098,684.7022523510748,False
limpio,20860,1384187.0919497425,704.2070320115592,False
limpio,20880,1406285.604970692,721.4937531051186,False
limpio,20900,1360786.221518802,744.1795487293087,False
limpio,20920,1346344.0668523738,711.2769234390976,False
limpio,20940,1351910.1753558493,704.1030594051281,False
limpio,20960,1288806.2696211652,687.7876811807286,False
limpio,20980,1288161.281725783,683.2006260682145,False
limpio,21000,1275101.9347929803,644.3416265847253,False
limpio,21020,1252921.2713935457,615.9373685350499,False
limpio,21040,1236392.8687180192,630.1989916378951,False
limpio,21060,1231992.958304208,593.7675663462039,False
limpio,21080,1216255.4064956664,564.3306224893565,False
limpio,21100,1265650.5562309434,587.1156966629468,False
limpio,21120,1186484.2339642504,538.302761989567,False
limpio,21140,1331772.807298212,564.7240761977204,False
limpio,21160,1402441.3611062656,580.6052758155454,False
limpio,21180,1287163.0803302545,550.4732307300569,False
limpio,21200,1283093.9499478098,547.2433153049897,False
limpio,21220,1280909.8525871031,553.5895477093845,False
limpio,21240,1304156.4960399938,556.4217864190446,False
limpio,21260,1327973.1265460327,587.3979267190347,False
limpio,21280,1350401.0704337177,589.677583376163,False
limpio,21300,1289232.6461768146,557.8239945125213,False
limpio,21320,1287168.3948749232,546.3970445236666,False
limpio,21340,1372510.3213029343,547.1685921544981,False
limpio,21360,1351911.1447820943,531.6936104171891,False
limpio,21380,1338851.8010061109,522.015178710942,False
limpio,21400,1375953.567659888,504.2176820468621,False
limpio,21420,1331353.8070829245,510.7907199647528,False
limpio,21440,1381892.6008002153,565.9247584414233,False
limpio,21460,1311433.7520301205,544.6983057132386,False
limpio,21480,1234718.5055897203,539.2609998515794,False
limpio,21500,1217581.0900145606,530.5895106453315,False
limpio,21520,1203483.5621421507,520.2057904052349,False
limpio,21540,1203935.0925927781,496.1610196726505,False
limpio,21560,1208897.67776231,494.6819868556735,False
limpio,21580,1204765.7128239942,496.60667944719364,False
limpio,21600,1107375.4963173138,478.25179667686155,False
limpio,21620,1128779.8366749783,483.5012520994611,False
limpio,21640,1151902.7950596118,513.5293355986879,False
limpio,21660,1146362.674768228,510.2900733398652,False
limpio,21680,1188955.0637443513,503.9923307983457,False
limpio,21700,1180805.9058480884,476.75456635434296,False
limpio,21720,1161284.1318338097,442.8573863965014,False
limpio,21740,1125073.4702525865,418.9165742019585,False
limpio,21760,1113361.2138886778,420.3364887548163,False
limpio,21780,1105784.4536069366,435.5479404910206,False
limpio,21800,1112994.9253147042,411.6993585529825,False
limpio,21820,1104228.5550275792,418.6756716933059,False
limpio,21840,1128707.9336531728,443.2770827491775,False
limpio,21860,1007811.7504347096,414.72541805689895,False
limpio,21880,1006158.7126132611,423.3597209233478,False
limpio,21900,1028583.1390616468,456.0710739164409,False
limpio,21920,1074621.3831633031,477.8860677823039,False
limpio,21940,1052139.9915311749,457.06076154519263,False
limpio,21960,1150113.408086307,492.59745678001536,False
limpio,21980,1181748.5957989753,507.99880411515846,False
limpio,22000,1224435.341913914,554.2775206268449,False
limpio,22020,1253861.9614655396,587.1224748757184,False
limpio,22040,1290824.8078145173,626.124729650573,False
limpio,22060,1276270.6544369624,626.5133140496871,False
limpio,22080,1303809.3485414595,663.4218996048866,False
limpio,22100,1408810.090808449,704.2708080849262,False
limpio,22120,1432498.0961636822,717.558247343297,False
limpio,22140,1352829.8999830866,661.685027097931,False
limpio,22160,1365134.2132735518,679.312051426207,False
limpio,22180,1357685.0092056189,660.56515550957,False
limpio,22200,1394011.2935016423,703.0092298390233,False
limpio,22220,1417931.8921200666,735.5796275695639,False
limpio,22240,1371419.255650631,765.4310435051999,False
limpio,22260,1377423.3353308383,768.5369024746507,False
