escenario,t0,kappa_raw,kappa_lw,ventana_incluye_shock
limpio,4220,1112111.9112678245,468.58025553557786,False
limpio,4240,1118745.3861976126,466.00103616621305,False
limpio,4260,1114040.5094381857,466.81765902278,False
limpio,4280,1107122.5166394135,485.23810570871154,False
limpio,4300,1119604.1396758067,493.1410795761844,False
limpio,4320,1107686.8989781232,485.7580316575367,False
limpio,4340,1112393.518390259,486.491485991894,False
limpio,4360,1113160.8761783584,472.7066689975693,False
limpio,4380,1132383.1716363584,501.22223772320996,False
limpio,4400,1158749.0513101507,532.2466035799556,False
limpio,4420,1110013.0715526163,499.3166750412643,False
limpio,4440,1135472.4454870299,526.205209429976,False
limpio,4460,1508960.091351311,593.4497804620788,False
limpio,4480,1513212.6623154567,613.3371378688379,False
limpio,4500,1519178.0628899613,623.0893842967772,False
limpio,4520,1544972.8847325484,661.4763151258722,False
limpio,4540,1499400.3854185464,689.1465299133802,False
limpio,4560,1492521.2971169187,685.917641686447,False
limpio,4580,1484917.7221918418,645.8472937834302,False
limpio,4600,1444456.513514751,635.0361247324961,False
limpio,4620,1417492.8201680735,636.1548703340324,False
limpio,4640,1398685.5669170786,599.079031436904,False
limpio,4660,1355649.5170161563,603.8665151710062,False
limpio,4680,1344468.7587168792,597.836658445541,False
limpio,4700,1468567.3820735237,630.2338350786564,False
limpio,4720,1461858.1722275817,605.5988081905217,False
limpio,4740,1408647.2125568802,579.0136532225298,False
limpio,4760,1416399.4781780331,576.4470535901938,False
limpio,4780,1455302.1773826226,575.4816847576503,False
limpio,4800,1390289.5767395217,547.153005876943,False
limpio,4820,1416643.3969584561,555.144097473039,False
limpio,4840,1439749.0984364615,582.2783584745289,False
limpio,4860,1454354.3813927828,579.899866831228,False
limpio,4880,1275790.8383531775,552.0848025429611,False
limpio,4900,1231627.5496893688,508.2397634077087,False
limpio,4920,1258483.1948833757,500.4589038126863,False
limpio,4940,1248540.5837111962,470.7316104551205,False
limpio,4960,1209626.0097002762,429.88446091619426,False
limpio,4980,1187373.44631465,424.661889960099,False
limpio,5000,1213484.5367205304,444.86199249068994,False
limpio,5020,1206041.8142145772,444.192458242255,False
limpio,5040,1219242.7674473333,426.6985722271556,False
limpio,5060,1234617.5943390727,449.57907061240627,False
limpio,5080,1237141.0436839897,457.1397305969008,False
limpio,5100,1253104.2208161296,463.43024974415744,False
limpio,5120,1261465.287468761,466.21067840303687,False
limpio,5140,1284531.8610937411,492.8429942247109,False
limpio,5160,1356780.251767046,521.5321234782562,False
limpio,5180,1295438.190044762,497.84147755004295,False
limpio,5200,1095912.3759049345,461.0587676339841,False
limpio,5220,1055504.3975383202,421.536461466219,False
limpio,5240,1056546.667738502,409.7870787167999,False
limpio,5260,1033610.1586311565,380.53560799427765,False
limpio,5280,1013615.2981002239,349.1555935853842,False
limpio,5300,1038719.7543679066,348.2847400042831,False
limpio,5320,1023359.1423602763,330.86809738954554,False
limpio,5340,1023324.2969730508,329.7584529385781,False
limpio,5360,1044785.5015817205,331.7348707868203,False
limpio,5380,1003717.361885524,358.5421275135144,False
limpio,5400,1003107.539137897,379.57552322313364,False
limpio,5420,1051108.8870641452,430.8719797370262,False
limpio,5440,1067688.1603350646,459.0454592845419,False
limpio,5460,1052346.5845229183,457.7503623499186,False
limpio,5480,1085617.6955489367,487.6505251234135,False
limpio,5500,1077433.4348329187,481.38988456697683,False
limpio,5520,1065195.265198908,455.76229793879116,False
limpio,5540,1009020.9740446768,458.6878402866939,False
limpio,5560,1022940.0833756992,483.92176450017143,False
limpio,5580,1047936.7277644525,507.6449791965863,False
limpio,5600,1021501.3281678245,497.22360977109713,False
limpio,5620,1030513.7496046002,495.2497343643493,False
limpio,5640,1007566.3746769693,468.0212943539061,False
limpio,5660,926961.8092744299,436.03937101709624,False
limpio,5680,989055.125512843,485.85012866191073,False
limpio,5700,1192892.5147324256,540.157816400638,False
limpio,5720,1231089.8963058211,582.7376620168251,False
limpio,5740,1218561.6344664549,622.0778224679083,False
limpio,5760,1261132.9049478155,660.9041568792742,False
limpio,5780,1289659.6151667375,695.8699347243239,False
limpio,5800,1301933.42144126,711.0593579389129,False
limpio,5820,1265116.0332638843,716.095133783737,False
limpio,5840,1236076.2976807249,675.5987913981182,False
limpio,5860,1229336.6281085445,672.8587388672672,False
limpio,5880,1385471.4938092004,693.5926609311929,False
limpio,5900,1346660.2018658181,663.6889388090394,False
limpio,5920,1342676.9151369696,655.4633117719479,False
limpio,5940,1313229.9829531997,629.5925234230335,False
limpio,5960,1303256.221364253,629.5803329948839,False
limpio,5980,1324586.8097853283,645.3995281951521,False
limpio,6000,1312753.9693464863,638.4119378844683,False
limpio,6020,1338487.2167907953,671.8585466797048,False
limpio,6040,1388486.751721994,692.565527840207,False
limpio,6060,1343548.9860855844,623.2982454361468,False
limpio,6080,1319789.8274794423,590.6077273117542,False
limpio,6100,1345712.1029013777,575.1291963056071,False
limpio,6120,1377158.3934280446,608.3264976863453,False
limpio,6140,1387623.550341094,636.0416901502324,False
limpio,6160,1533571.4692878022,640.276401631486,False
limpio,6180,1514522.2228693177,608.2901577386126,False
limpio,6200,1467799.209836467,586.3718552659241,False
limpio,6220,1469046.7140226667,585.4564721628836,False
limpio,6240,1504363.6725943347,558.663851806735,False
limpio,6260,1459079.7497352029,562.1105733921318,False
limpio,6280,1464974.7722333819,561.4631520984796,False
limpio,6300,1489139.3949773773,577.8534366171566,False
limpio,6320,1558506.029583574,610.3932152373751,False
limpio,6340,1567773.1016107255,641.5538337193608,False
limpio,6360,1585989.4691865293,638.1484950346091,False
limpio,6380,1549789.7575539895,625.1032448412951,False
limpio,6400,1525198.0293786707,644.1111833057882,False
limpio,6420,1461228.8812049187,608.0180642879774,False
limpio,6440,1508956.5286934623,655.0089837100714,False
limpio,6460,1581405.7881796253,704.0782589998302,False
limpio,6480,1528533.0843745656,646.5718301633639,False
limpio,6500,1493472.5067056005,647.261112380669,False
limpio,6520,1449694.7390360567,606.4592177503757,False
limpio,6540,1510630.949729341,588.9981043064467,False
limpio,6560,1514651.461987857,593.1752202277906,False
limpio,6580,1287491.9175640163,610.9470092079366,False
limpio,6600,1287371.8668377667,632.8979795507685,False
limpio,6620,1297410.7164349153,659.2409359294534,False
limpio,6640,1299937.937921675,659.5619102684379,False
limpio,6660,1326214.5472619517,691.1054915039525,False
limpio,6680,1321101.8726958323,692.1684378094099,False
limpio,6700,1329885.3574248187,688.4502434355944,False
limpio,6720,1288008.6924386553,676.9034522567919,False
limpio,6740,1297915.9469259705,670.4266720278558,False
limpio,6760,1285434.059790063,640.2970336477723,False
limpio,6780,1290373.017099506,644.0980007775441,False
limpio,6800,1170376.938122971,605.1753138057635,False
limpio,6820,1187522.3812580747,622.2762076721245,False
limpio,6840,1188097.4621750214,622.6746147939973,False
limpio,6860,1244192.2366085278,689.0178925171455,False
limpio,6880,1234795.1385711618,672.0488002645606,False
limpio,6900,1299099.2935094517,698.4325561052227,False
limpio,6920,1286734.2696210425,667.189428160393,False
limpio,6940,1241911.6320583369,633.4758622523128,False
limpio,6960,1214895.4556322896,591.7855933866008,False
limpio,6980,1208019.4876236683,590.7905300237097,False
limpio,7000,1257144.9772086698,610.3911776972583,False
limpio,7020,1214113.3105858907,622.6918647528938,False
limpio,7040,1198979.7067002405,615.9278606596426,False
limpio,7060,1194496.3435984035,607.9775010781954,False
limpio,7080,1406593.7890341969,597.240408298961,False
limpio,7100,1396763.2065246154,570.050905006587,False
limpio,7120,1337534.2900439273,545.0499117710167,False
limpio,7140,1353400.0495656272,547.5251131101758,False
limpio,7160,1325459.0675138654,539.8945425656774,False
limpio,7180,1310764.1361125358,511.75619854516947,False
limpio,7200,1303713.2018899294,512.742304932691,False
limpio,7220,1348192.8768326885,520.601055352812,False
limpio,7240,1368312.6140548098,554.7178378239545,False
limpio,7260,1321070.398566146,552.8653233899478,False
limpio,7280,1308535.6568033067,545.8978672612824,False
limpio,7300,1507492.6700716172,614.3674661644424,False
limpio,7320,1375902.530301656,560.4255033500463,False
limpio,7340,1373608.4905870922,559.8687571065042,False
limpio,7360,1373644.5292800271,559.9146937970386,False
limpio,7380,1278406.3688807427,558.991806906989,False
limpio,7400,1255433.321026665,551.620579085311,False
limpio,7420,1320491.92311827,616.6044720026744,False
limpio,7440,1347896.4046515685,625.4554244126822,False
limpio,7460,1295260.8311941975,621.5248703994149,False
limpio,7480,1363702.7811935432,685.083007203704,False
limpio,7500,1279517.1984495528,656.6694169725623,False
limpio,7520,1378489.6269353027,682.6736334193114,False
limpio,7540,1444145.0288028775,749.1267684150208,False
limpio,7560,1401247.5739329662,763.7477917908112,False
limpio,7580,1415418.1787207369,791.6952893653742,False
limpio,7600,1481113.7854971455,854.8632422688315,False
limpio,7620,1411043.8768445412,853.5017053507802,False
limpio,7640,1356579.6809734867,809.5264940316797,False
limpio,7660,1355384.5162704857,777.6532940677081,False
limpio,7680,1360947.0172103413,779.0440172344646,False
limpio,7700,1356956.8070019127,775.8209615181191,False
limpio,7720,1354207.822230161,776.3006280482151,False
limpio,7740,1333201.3952262572,773.043600542622,False
limpio,7760,1420662.8317276498,827.2950250203419,False
limpio,7780,1378354.3795578456,788.3780223083844,False
limpio,7800,1338031.7966928713,744.5793673310746,False
limpio,7820,1367481.7813692559,781.3486333602168,False
limpio,7840,1372370.8935440104,785.5410023031924,False
limpio,7860,1333199.096351608,747.9092491493315,False
limpio,7880,1360526.8496129073,763.5681095273106,False
limpio,7900,1352853.898696047,727.6960999818297,False
limpio,7920,1294701.0971371992,649.1560094239161,False
limpio,7940,1266329.29926806,617.4602945513968,False
limpio,7960,1329157.4173877633,653.2899445173194,False
limpio,7980,1260725.941814621,589.6826847663784,False
limpio,8000,1246855.9121916713,607.0522969115739,False
limpio,8020,1249035.7560288627,610.8674920789055,False
limpio,8040,1245308.1857456104,615.526534465429,False
limpio,8060,1333532.8255555693,639.9489494924835,False
limpio,8080,1297291.2580937506,610.7798594761999,False
limpio,8100,1272500.775283285,590.6842439226992,False
limpio,8120,1253965.777570217,593.4641132364922,False
limpio,8140,1275315.073081839,624.5160144232248,False
limpio,8160,1326546.4666349336,688.3488528970275,False
limpio,8180,1368208.445107727,726.752449416354,False
limpio,8200,1349844.6900627855,725.7725566532996,False
limpio,8220,1378523.656367913,757.8785523455637,False
limpio,8240,1331275.908171855,717.9956029162174,False
limpio,8260,1319531.0081570903,711.8412124178562,False
limpio,8280,1400412.6676277046,793.82904166291,False
limpio,8300,1348319.077889073,749.3665221050338,False
limpio,8320,1431957.49911884,760.2705451161249,False
limpio,8340,1425218.212588938,765.3285982333708,False
limpio,8360,1413633.8545155802,756.2384831708338,False
limpio,8380,1498272.2558899901,758.0886880735069,False
limpio,8400,1341342.3228004214,745.6689139786902,False
limpio,8420,1393301.5609314397,810.2428189306974,False
limpio,8440,1425280.0752888399,835.085232825317,False
limpio,8460,1474875.4825806117,879.5776847705537,False
limpio,8480,1377525.4001301718,857.5700124774463,False
limpio,8500,1457208.2072938962,881.5573062813844,False
limpio,8520,1481447.4622265606,924.5976309044934,False
limpio,8540,1463228.556553065,888.1824213184963,False
limpio,8560,1456839.7438849881,888.5355746084794,False
limpio,8580,1483089.7810762797,909.086889707609,False
limpio,8600,1432534.3742466262,869.0695921850654,False
limpio,8620,1508992.6674347643,865.8987835937274,False
limpio,8640,1500176.5724309215,870.1809343097367,False
limpio,8660,1458135.6397623722,831.6036025733125,False
limpio,8680,1416654.1863981297,789.1885046778527,False
limpio,8700,1412885.2732594344,784.2733011559288,False
limpio,8720,1417911.9686511657,790.5545204802955,False
limpio,8740,1300549.198002327,782.1303766211349,False
limpio,8760,1265421.3196829166,767.9724510600582,False
limpio,8780,1236691.3037063347,752.5730174506632,False
limpio,8800,1279651.3867323336,782.1015170094026,False
limpio,8820,1304211.8896273668,819.042598142565,False
limpio,8840,1288214.0794147789,813.275400355931,False
limpio,8860,1283050.6111089075,782.9776334963943,False
limpio,8880,1272036.6145705972,774.3490601740211,False
limpio,8900,1400239.7677059225,820.9786751782209,False
limpio,8920,1374202.6193095527,758.3998713955066,False
limpio,8940,1333267.8093997948,729.8679708251465,False
limpio,8960,1272936.364857299,687.8640644067435,False
limpio,8980,1425725.231819416,730.2070167641962,False
limpio,9000,1455390.077017556,747.3184286375662,False
limpio,9020,1392747.2013632245,705.948965337351,False
limpio,9040,1396788.8139777505,709.0695151468768,False
limpio,9060,1303201.4805935987,669.4173201478877,False
limpio,9080,1347941.1988378558,718.6505003898278,False
limpio,9100,1385196.2952646795,744.2565637952692,False
limpio,9120,1386610.2117217097,746.6200917608242,False
limpio,9140,1290801.6200966998,718.7534578296488,False
limpio,9160,1254513.5194854732,674.4097511199739,False
limpio,9180,1260371.9799527584,672.5978159102764,False
limpio,9200,1287028.3544464558,677.7371276657809,False
limpio,9220,1194768.761894462,623.4839299295116,False
limpio,9240,1380603.0955439967,629.5974033740864,False
limpio,9260,1398916.993170993,607.4884826720266,False
limpio,9280,1349075.0260999058,549.7983834323218,False
limpio,9300,1370346.7619910636,558.8512017921192,False
limpio,9320,1249426.6709601588,509.50170694010944,False
limpio,9340,1268807.904918281,528.8706736553357,False
limpio,9360,1292518.5151552062,556.7552389634614,False
limpio,9380,1317927.5162714517,586.2243159438142,False
limpio,9400,1304526.9141987548,563.1373499604695,False
limpio,9420,1313603.1753479184,590.7028170560377,False
limpio,9440,1331222.6774612803,585.7088130473197,False
limpio,9460,1354762.6301571212,589.9391754073904,False
limpio,9480,1289294.9350680846,560.3983318437279,False
limpio,9500,1274974.603512873,554.5932020092084,False
limpio,9520,1329738.186475509,573.3560219051542,False
limpio,9540,1303628.4988373767,551.3473642923414,False
limpio,9560,1374847.373538281,553.5300592764727,False
limpio,9580,1309119.1832116426,517.4292378753701,False
limpio,9600,1293495.8126041316,484.1244282491063,False
limpio,9620,1298534.6209687905,484.0479926294886,False
limpio,9640,1167494.1153508383,480.8108064127623,False
limpio,9660,1192065.9749633684,527.7142853443152,False
limpio,9680,1201588.9709999627,553.4516115239464,False
limpio,9700,1253874.9779091608,613.4086596951347,False
limpio,9720,1318956.9812485753,625.4220129984835,False
limpio,9740,1326405.1052693962,631.3687623452022,False
limpio,9760,1318869.9109464549,662.8745195706056,False
limpio,9780,1365878.7527063058,698.9838443578533,False
limpio,9800,1206615.1840135648,667.0166972299392,False
limpio,9820,1244416.713969597,655.0036503079776,False
limpio,9840,1204741.337905291,593.764435665483,False
limpio,9860,1178226.8200880345,557.9561985109065,False
limpio,9880,1160898.252800596,532.2662323234781,False
limpio,9900,1107575.0685324254,536.7863627853828,False
limpio,9920,1078755.5080619801,499.4721324581573,False
limpio,9940,1069489.616597493,493.58077492030714,False
limpio,9960,1051374.861801598,455.0094443075286,False
limpio,9980,1088450.6431838816,455.0218835132201,False
limpio,10000,1072825.2866831433,433.3623636227685,False
limpio,10020,1050563.6043874617,415.2604042753467,False
limpio,10040,1032528.5580693091,409.52039243208634,False
limpio,10060,1024265.5941670059,432.8989276347492,False
limpio,10080,1034995.6057905942,440.04893819579956,False
limpio,10100,1057896.696772338,471.11427950642843,False
limpio,10120,861684.4013388915,477.5219562031839,False
limpio,10140,939651.1823576402,499.89211858748575,False
limpio,10160,938556.443219533,499.91375774519724,False
limpio,10180,927314.9594426414,495.12273855822747,False
limpio,10200,917075.2727051273,490.9721819181454,False
limpio,10220,911725.6615899015,491.2438290588588,False
limpio,10240,933648.1993555854,518.8679207846045,False
limpio,10260,934944.7649681552,503.26468484035126,False
limpio,10280,916049.6624585711,471.67571386304553,False
limpio,10300,973954.0790661108,472.101919992648,False
limpio,10320,953417.3182856448,476.82984388380225,False
limpio,10340,975024.0988716211,506.5091426146786,False
limpio,10360,996316.5913482023,537.5136265001017,False
limpio,10380,999059.6513155333,554.9739220873203,False
limpio,10400,1056488.5171758642,564.2362011719547,False
limpio,10420,1054327.3343170683,568.798220141695,False
limpio,10440,1064649.523817844,586.7089819222919,False
limpio,10460,1066997.7855680857,591.0886286551829,False
limpio,10480,1070795.8257411432,595.1368968305527,False
limpio,10500,1054626.4012965648,619.5354363674181,False
limpio,10520,1054130.8400750232,619.7649608602603,False
limpio,10540,1100652.037248852,648.8570696044884,False
limpio,10560,1089614.1437608432,624.6275839799457,False
limpio,10580,1084571.552174098,628.9270776655036,False
limpio,10600,1080224.122526923,618.8425781132656,False
limpio,10620,1441962.8673330522,621.3851679612261,False
limpio,10640,1434670.6971402026,631.9433714767468,False
limpio,10660,1434231.889770103,610.7665139884443,False
limpio,10680,1429836.8870017524,585.6303279317307,False
limpio,10700,1367598.806211417,549.3525517761423,False
limpio,10720,1358307.946954066,522.9987370520827,False
limpio,10740,1318350.0668691355,493.6924183450268,False
limpio,10760,1390401.731134827,510.74204375925325,False
limpio,10780,1369541.0597227148,519.2152498329463,False
limpio,10800,1393233.534516872,542.3566230217768,False
limpio,10820,1459765.9793939635,576.196059715332,False
limpio,10840,1341065.4574381316,549.2224407421472,False
limpio,10860,1321256.5085743857,542.1662963789745,False
limpio,10880,1402156.784909536,581.137852579699,False
limpio,10900,1421241.881549792,612.353195248653,False
limpio,10920,1410135.131433119,613.2830719585947,False
limpio,10940,1480781.4491390823,629.6405412422713,False
limpio,10960,1366931.9001843526,658.335469522432,False
limpio,10980,1376124.1102678676,680.6118999569449,False
limpio,11000,1476237.1579111437,718.6170435207919,False
limpio,11020,1424353.6855951548,713.0558899259413,False
limpio,11040,1404252.3191402575,678.0921873406282,False
limpio,11060,1418917.5600714674,675.3065981032184,False
limpio,11080,1399928.5800931975,669.2509524177399,False
limpio,11100,1386937.4439232007,635.9936809403787,False
limpio,11120,1398950.218261779,636.9843007358301,False
limpio,11140,1346537.6764645015,631.1461877789235,False
limpio,11160,1338588.2155968526,625.7772206172781,False
limpio,11180,1371361.17603367,661.8716460501888,False
limpio,11200,1408616.8436210128,668.566081687923,False
limpio,11220,1402146.7681475068,669.5669885200509,False
limpio,11240,1441731.8157021,705.4420708224083,False
limpio,11260,1393466.8405827952,672.1013601167953,False
limpio,11280,1422293.141827389,702.8259402206078,False
limpio,11300,1424782.9992570078,704.0270086189195,False
limpio,11320,1417324.5782339787,697.9387215002785,False
limpio,11340,1506543.0217185696,704.1110641405788,False
limpio,11360,1479034.0159608007,706.5661676213755,False
limpio,11380,1424277.261187081,632.932550786988,False
