H,sigma_ruido,semilla,t0,mode,mase_acumulado,lambda_elegida,lambda_relativa,mae_validacion,lambda_traza_legacy,n_inner_train,n_validacion
10,0.2,3,19280,ols,2.9522840269579307,,,,,,
10,0.2,3,19280,ridge,2.9522840667842676,9.600824394853238e-06,1e-08,0.28244429234693347,96.00824394853238,400.0,100.0
10,0.2,3,19280,nnls,2.6933553180887193,,,,,,
10,0.2,3,19280,ssrc,0.34304725856004253,2.378386340854922,0.01,0.22286926628214854,23.783863408549223,400.0,100.0
10,0.2,3,19280,naive,2.215412293563758,,,,,,
10,0.2,3,19340,ols,3.605886441891424,,,,,,
10,0.2,3,19340,ridge,3.605886461802869,9.686874016722884e-06,1e-08,0.280050137448891,96.86874016722885,400.0,100.0
10,0.2,3,19340,nnls,3.104132053616871,,,,,,
10,0.2,3,19340,ssrc,0.5744319519555461,2.382288332425158,0.01,0.21778391911131487,23.82288332425158,400.0,100.0
10,0.2,3,19340,naive,2.6658600644374864,,,,,,
10,0.2,3,19400,ols,2.8995840614030564,,,,,,
10,0.2,3,19400,ridge,2.8968552485209385,0.09779662968104487,0.0001,0.28320494317056777,97.79662968104486,400.0,100.0
10,0.2,3,19400,nnls,2.0157216951388297,,,,,,
10,0.2,3,19400,ssrc,0.9608872372367888,0.23933223796722725,0.001,0.22178989490194456,23.933223796722725,400.0,100.0
10,0.2,3,19400,naive,1.6242829185399839,,,,,,
10,0.2,3,19460,ols,2.95434133512339,,,,,,
10,0.2,3,19460,ridge,3.0445845701709704,9.267669009423,0.01,0.24592873407729163,92.67669009423003,400.0,100.0
10,0.2,3,19460,nnls,2.944182468872913,,,,,,
10,0.2,3,19460,ssrc,2.9603943255954093,2.405860529438889,0.01,0.20557831454214784,24.058605294388887,400.0,100.0
10,0.2,3,19460,naive,2.890037661630259,,,,,,
10,0.2,3,19520,ols,3.2328207616626323,,,,,,
10,0.2,3,19520,ridge,3.2328207148896313,9.287257881007153e-06,1e-08,0.2573072863188163,92.87257881007154,400.0,100.0
10,0.2,3,19520,nnls,2.385641623332434,,,,,,
10,0.2,3,19520,ssrc,0.4863044862792936,2.433347122338367,0.01,0.2495880619826577,24.33347122338367,400.0,100.0
10,0.2,3,19520,naive,1.520406227356652,,,,,,
10,0.2,3,19580,ols,1.2294778833766102,,,,,,
10,0.2,3,19580,ridge,1.0231256563883906,9.635032735862117,0.01,0.26385865500750577,96.35032735862117,400.0,100.0
10,0.2,3,19580,nnls,1.5928515093300004,,,,,,
10,0.2,3,19580,ssrc,1.4137210605073698,25.027619952453733,0.1,0.266212031496522,25.027619952453733,400.0,100.0
10,0.2,3,19580,naive,2.7645466858547523,,,,,,
10,0.2,3,19640,ols,4.227298305808464,,,,,,
10,0.2,3,19640,ridge,4.060537816747505,10.218557132224774,0.01,0.27645242475440723,102.18557132224774,400.0,100.0
10,0.2,3,19640,nnls,3.6604950000250467,,,,,,
10,0.2,3,19640,ssrc,2.786041741082164,2.510414740944841,0.01,0.24991450243005317,25.10414740944841,400.0,100.0
10,0.2,3,19640,naive,3.47882351731863,,,,,,
10,0.2,3,19700,ols,1.448394225510469,,,,,,
10,0.2,3,19700,ridge,1.5098609454069492,10.525876818135215,0.01,0.2963924304299652,105.25876818135214,400.0,100.0
10,0.2,3,19700,nnls,2.022589217232381,,,,,,
10,0.2,3,19700,ssrc,2.06313224624736,25.847595121268416,0.1,0.27130586622805725,25.847595121268416,400.0,100.0
10,0.2,3,19700,naive,2.9971559467025077,,,,,,
10,0.2,3,19760,ols,2.217091393676922,,,,,,
10,0.2,3,19760,ridge,2.303884664626988,10.710258893898095,0.01,0.30235542546285293,107.10258893898094,400.0,100.0
10,0.2,3,19760,nnls,2.143280866082995,,,,,,
