ubicacion,magnitud_sigma,signo,mode,mase_calma,mase_shock,delta_mase_shock_menos_calma,kappa_raw_mediana_calma,kappa_raw_mediana_shock,kappa_ratio_shock_sobre_calma,patron_shock_baja_kappa,n_ventanas_shock
5000,30,1,ssrc,0.08830968331024455,0.3428821598051439,0.25457247649489934,1288478.5930285067,828874.7808610144,0.6432972851437013,True,25.0
10000,5,-1,naive,0.8601859629916906,1.0035276998092428,0.14334173681755225,1288774.6881317,2791.1360457857486,0.0021657284795311886,True,25.0
10000,5,-1,nnls,0.8652546430668173,1.3049283989559843,0.439673755889167,1288774.6881317,2791.1360457857486,0.0021657284795311886,True,25.0
10000,5,-1,ols,0.2525426345313573,0.4388751679910858,0.1863325334597285,1288774.6881317,2791.1360457857486,0.0021657284795311886,True,25.0
10000,5,-1,ridge,0.25221640879034923,0.4726813310870958,0.22046492229674658,1288774.6881317,2791.1360457857486,0.0021657284795311886,True,25.0
10000,5,-1,ssrc,0.08751109101489565,0.16024988124485604,0.07273879022996038,1288774.6881317,2791.1360457857486,0.0021657284795311886,True,25.0
10000,5,1,naive,0.8601859629916906,1.0035175348840204,0.1433315718923298,1288774.6881317,2175.0819784971804,0.0016877131422020205,True,25.0
10000,5,1,nnls,0.8652546430668173,1.3652457693495412,0.4999911262827239,1288774.6881317,2175.0819784971804,0.0016877131422020205,True,25.0
10000,5,1,ols,0.2525426345313573,0.45438491105889856,0.20184227652754128,1288774.6881317,2175.0819784971804,0.0016877131422020205,True,25.0
10000,5,1,ridge,0.25221640879034923,0.4858738602458459,0.23365745145549666,1288774.6881317,2175.0819784971804,0.0016877131422020205,True,25.0
10000,5,1,ssrc,0.08751109101489565,0.19995154182649968,0.11244045081160403,1288774.6881317,2175.0819784971804,0.0016877131422020205,True,25.0
10000,10,-1,naive,0.8601859629916906,0.9212897961218454,0.06110383313015477,1288774.6881317,10121.123341928604,0.007853291529647364,True,25.0
10000,10,-1,nnls,0.8652546430668173,1.0827528427971231,0.21749819973030582,1288774.6881317,10121.123341928604,0.007853291529647364,True,25.0
10000,10,-1,ols,0.2525426345313573,0.3009964452695862,0.04845381073822891,1288774.6881317,10121.123341928604,0.007853291529647364,True,25.0
10000,10,-1,ridge,0.25221640879034923,0.3486024637408802,0.09638605495053099,1288774.6881317,10121.123341928604,0.007853291529647364,True,25.0
10000,10,-1,ssrc,0.08751109101489565,0.1508585897795003,0.06334749876460466,1288774.6881317,10121.123341928604,0.007853291529647364,True,25.0
10000,10,1,naive,0.8601859629916906,0.9212812289329692,0.061095265941278565,1288774.6881317,7529.010395292504,0.005841991206552245,True,25.0
10000,10,1,nnls,0.8652546430668173,1.7361714281488565,0.8709167850820392,1288774.6881317,7529.010395292504,0.005841991206552245,True,25.0
10000,10,1,ols,0.2525426345313573,0.2924870276516717,0.03994439312031445,1288774.6881317,7529.010395292504,0.005841991206552245,True,25.0
10000,10,1,ridge,0.25221640879034923,0.364773693960173,0.11255728516982377,1288774.6881317,7529.010395292504,0.005841991206552245,True,25.0
